,chr,start,end,width,strand,gene_id,gene_name,gene_biotype,seq_coord_system,description,gene_id_version,canonical_transcript,symbol,entrezid,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_nas,gene_weight,gene_weight_abs
ENSG00000164920,8,98944403,98952104,7702,+,ENSG00000164920,OSR2,protein_coding,chromosome,odd-skipped related transciption factor 2 [Source:HGNC Symbol;Acc:HGNC:15830],ENSG00000164920.10,ENST00000297565,OSR2,116039,1813,1.3827422771541893,0.868252041682172,0.055126791620729865,2508.2944907576994,7.827756913236215,0,1.0770340014401116,1.0770340014401116
ENSG00000199857,4,76402076,76402146,71,+,ENSG00000199857,,snoRNA,chromosome,,ENSG00000199857.1,ENST00000362987,,,1813,0.20665118680979902,0.18784890847661886,0.055126791620729865,374.8652528729754,5.929230709141331,0,1.0364428527280556,1.0364428527280556
ENSG00000281958,7,142788225,142788275,51,+,ENSG00000281958,TRBJ1-4,TR_J_gene,chromosome,T cell receptor beta joining 1-4 [Source:HGNC Symbol;Acc:HGNC:12165],ENSG00000281958.1,ENST00000632041,TRBJ1-4,,1810,0.4572614423610274,0.37655894993604555,0.22050716648290836,829.4722564429037,6.721994522646962,0,1.003469621960636,1.003469621960636
ENSG00000256353,12,23108458,23108493,36,-,ENSG00000256353,,processed_pseudogene,chromosome,"N(alpha)-acetyltransferase 20, NatB catalytic subunit (NAA20) pseudogene",ENSG00000256353.1,ENST00000541161,,,1812,0.22234103292662732,0.20076789949583562,0.11025358324145973,403.326633728902,6.00222305063059,0,-0.9943475624566848,0.9943475624566848
ENSG00000207571,12,54033950,54034045,96,+,ENSG00000207571,MIR615,miRNA,chromosome,microRNA 615 [Source:HGNC Symbol;Acc:HGNC:32871],ENSG00000207571.1,ENST00000384839,MIR615,693200,1812,1.1080607933880364,0.7457684696314081,0.11025358324145973,2010.0222792058983,7.606398468381546,0,0.9863682896410434,0.9863682896410434
ENSG00000265673,15,23562062,23562131,70,-,ENSG00000265673,MIR4508,miRNA,chromosome,microRNA 4508 [Source:HGNC Symbol;Acc:HGNC:41659],ENSG00000265673.1,ENST00000584178,MIR4508,100616275,1813,0.6298504306219312,0.48848825025378867,0.055126791620729865,1142.5486811481833,7.041891584614549,0,-0.9819075642716183,0.9819075642716183
ENSG00000212237,1,228647912,228648032,121,-,ENSG00000212237,RNA5SP18,rRNA_pseudogene,chromosome,"RNA, 5S ribosomal pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:42586]",ENSG00000212237.1,ENST00000390935,RNA5SP18,,1812,1.4755682854791392,0.906469979958846,0.11025358324145973,2676.6808698591585,7.8927063518085125,0,0.9781227304682758,0.9781227304682758
ENSG00000241524,2,60831664,60831929,266,-,ENSG00000241524,RN7SL632P,misc_RNA,chromosome,"RNA, 7SL, cytoplasmic 632, pseudogene [Source:HGNC Symbol;Acc:HGNC:46648]",ENSG00000241524.3,ENST00000489734,RN7SL632P,,1814,0.2733460396959454,0.24164811271939132,0.0,495.84971600844494,6.208287598093119,0,0.9643051114775638,0.9643051114775638
ENSG00000268496,19,54434183,54434665,483,+,ENSG00000268496,,lncRNA,chromosome,"novel transcript, sense intronic to TTYH1",ENSG00000268496.1,ENST00000596631,,,1813,0.6226073643831753,0.48403433959984526,0.055126791620729865,1129.40975899108,7.030335464552337,0,0.9545651769387485,0.9545651769387485
ENSG00000187238,1,152613811,152614098,288,+,ENSG00000187238,LCE3B,protein_coding,chromosome,late cornified envelope 3B [Source:HGNC Symbol;Acc:HGNC:29462],ENSG00000187238.5,ENST00000335633,LCE3B,353143,1812,0.18927790301184788,0.1733463187515387,0.11025358324145973,343.35011606349207,5.841658919041593,0,-0.9545064734628642,0.9545064734628642
ENSG00000206878,1,228652436,228652560,125,+,ENSG00000206878,,snoRNA,chromosome,,ENSG00000206878.1,ENST00000384151,,,1814,0.4055754972279049,0.3404468254877433,0.0,735.7139519714195,6.6021996919802115,0,-0.9522900075499304,0.9522900075499304
ENSG00000278626,15,20642799,20643448,650,-,ENSG00000278626,,lncRNA,chromosome,novel transcript,ENSG00000278626.1,ENST00000613130,,,1813,0.40813203997552555,0.3422640317306407,0.055126791620729865,740.3515205156034,6.608474899471041,0,0.9492513324186848,0.9492513324186848
ENSG00000234233,1,211132588,211133374,787,-,ENSG00000234233,KCNH1-IT1,lncRNA,chromosome,KCNH1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41351],ENSG00000234233.1,ENST00000438597,KCNH1-IT1,,1814,0.9886589588794256,0.6874605215601268,0.0,1793.427351407278,7.492441225737667,0,-0.9479336812802698,0.9479336812802698
ENSG00000211961,14,106506996,106507491,496,-,ENSG00000211961,IGHV1-45,IG_V_gene,chromosome,immunoglobulin heavy variable 1-45 [Source:HGNC Symbol;Acc:HGNC:5553],ENSG00000211961.3,ENST00000390621,IGHV1-45,,1812,0.5095006119616475,0.4117788755715292,0.11025358324145973,924.2341100984286,6.830046797488349,0,0.9478624896272837,0.9478624896272837
ENSG00000263366,22,22114844,22118005,3162,-,ENSG00000263366,ABHD17AP5,processed_pseudogene,chromosome,ABHD17A pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:34043],ENSG00000263366.2,ENST00000580133,ABHD17AP5,,1813,0.21744115642878023,0.1967512433312699,0.055126791620729865,394.43825776180734,5.9799946631671475,0,-0.9414979338859549,0.9414979338859549
ENSG00000222682,13,106155372,106155490,119,-,ENSG00000222682,RNA5SP38,rRNA_pseudogene,chromosome,"RNA, 5S ribosomal pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:42614]",ENSG00000222682.1,ENST00000410750,RNA5SP38,,1813,0.27139660336437454,0.2401159839454013,0.055126791620729865,492.31343850297543,6.201144749918048,0,-0.9260445005894005,0.9260445005894005
ENSG00000222451,10,90163651,90163960,310,-,ENSG00000222451,RN7SKP143,misc_RNA,chromosome,RN7SK pseudogene 143 [Source:HGNC Symbol;Acc:HGNC:45867],ENSG00000222451.1,ENST00000410519,RN7SKP143,,1813,0.26839084548944936,0.2377490462872377,0.055126791620729865,486.86099371786116,6.190030516337173,0,0.9182795736394388,0.9182795736394388
ENSG00000267384,17,44645411,44645587,177,+,ENSG00000267384,SMCO4P1,processed_pseudogene,chromosome,single-pass membrane protein with coiled-coil domains 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49559],ENSG00000267384.3,ENST00000592909,SMCO4P1,,1813,0.341683744852555,0.2939253512040526,0.055126791620729865,619.8143131625347,6.431032024599575,0,0.9115173389519481,0.9115173389519481
ENSG00000237425,6,28732017,28732904,888,+,ENSG00000237425,RPSAP2,processed_pseudogene,chromosome,ribosomal protein SA pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:18771],ENSG00000237425.1,ENST00000416785,RPSAP2,,1813,0.4741147174753195,0.3880576180625818,0.055126791620729865,860.0440975002297,6.758145719725066,0,-0.9110582461552279,0.9110582461552279
ENSG00000250339,4,73944011,73944324,314,-,ENSG00000250339,CXCL1P1,processed_pseudogene,chromosome,C-X-C motif chemokine ligand 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10641],ENSG00000250339.2,ENST00000502804,CXCL1P1,,1813,1.0834890140897246,0.7340438990513628,0.055126791620729865,1965.4490715587604,7.583984693524179,0,0.9010177547945273,0.9010177547945273
ENSG00000277217,12,129170092,129170238,147,-,ENSG00000277217,,misc_RNA,chromosome,,ENSG00000277217.1,ENST00000622458,,,1813,0.30058211102370014,0.2628119419555077,0.055126791620729865,545.255949396992,6.303087637695097,0,-0.8939101869779637,0.8939101869779637
ENSG00000283369,1,247607126,247607201,76,-,ENSG00000283369,U6,snRNA,chromosome,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSG00000283369.1,ENST00000637707,U6,,1814,0.2843772506361749,0.25027397102106325,0.0,515.8603326540212,6.2477726884060765,0,-0.8916864076398433,0.8916864076398433
ENSG00000274466,16,24203116,24203231,116,+,ENSG00000274466,MIR1273H,miRNA,chromosome,microRNA 1273h [Source:HGNC Symbol;Acc:HGNC:49973],ENSG00000274466.1,ENST00000612921,MIR1273H,102466247,1813,0.305254035960926,0.26639768540175296,0.055126791620729865,553.7308212331197,6.318482989305427,0,-0.8887912312329312,0.8887912312329312
ENSG00000232105,13,62327988,62328384,397,+,ENSG00000232105,RPL32P28,processed_pseudogene,chromosome,ribosomal protein L32 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:36328],ENSG00000232105.1,ENST00000443577,RPL32P28,,1813,0.2924234812575048,0.2565191235260792,0.055126791620729865,530.4561950011137,6.275620776701779,0,-0.8839859923570231,0.8839859923570231
ENSG00000207961,14,101060573,101060674,102,+,ENSG00000207961,MIR496,miRNA,chromosome,microRNA 496 [Source:HGNC Symbol;Acc:HGNC:32086],ENSG00000207961.3,ENST00000385226,MIR496,574454,1813,0.31584900730628107,0.27448209023098474,0.055126791620729865,572.9500992535939,6.352542457442223,0,0.8793698182932991,0.8793698182932991
ENSG00000207607,1,1167863,1167952,90,+,ENSG00000207607,MIR200A,miRNA,chromosome,microRNA 200a [Source:HGNC Symbol;Acc:HGNC:31578],ENSG00000207607.3,ENST00000384875,MIR200A,406983,1812,0.49732578779221004,0.4036807088758505,0.11025358324145973,902.148979055069,6.805887522151164,0,0.8767874014721799,0.8767874014721799
ENSG00000226969,1,2049203,2050070,868,-,ENSG00000226969,,lncRNA,chromosome,novel transcript,ENSG00000226969.1,ENST00000449154,,,1814,1.523508869068368,0.9256503413822033,0.0,2763.6450884900196,7.924667547124645,0,0.8756170248996251,0.8756170248996251
ENSG00000207699,19,53739333,53739419,87,+,ENSG00000207699,MIR518A2,miRNA,chromosome,microRNA 518a-2 [Source:HGNC Symbol;Acc:HGNC:32123],ENSG00000207699.1,ENST00000384966,MIR518A2,574491,1813,0.2419408676037318,0.21667537175285057,0.055126791620729865,438.8807338331695,6.08650363069898,0,0.8667484715694157,0.8667484715694157
ENSG00000175879,2,176129694,176132695,3002,+,ENSG00000175879,HOXD8,protein_coding,chromosome,homeobox D8 [Source:HGNC Symbol;Acc:HGNC:5139],ENSG00000175879.9,ENST00000313173,HOXD8,3234,1813,1.4871141531413785,0.9111230637041176,0.055126791620729865,2697.6250737984606,7.900497690363313,0,0.8634722106593601,0.8634722106593601
ENSG00000219095,6,56276529,56276796,268,-,ENSG00000219095,DHFRP6,processed_pseudogene,chromosome,dihydrofolate reductase pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:52356],ENSG00000219095.1,ENST00000401776,DHFRP6,,1813,0.2136996333804157,0.1936732430624193,0.055126791620729865,387.6511349520741,5.962682115914018,0,0.8574857036012007,0.8574857036012007
ENSG00000275713,6,26251614,26252075,462,+,ENSG00000275713,H2BC9,protein_coding,chromosome,H2B clustered histone 9 [Source:HGNC Symbol;Acc:HGNC:4755],ENSG00000275713.3,ENST00000619466,H2BC9,8345,1813,1.7446909724844284,1.0096684902941795,0.055126791620729865,3164.869424086753,8.06018299640874,0,0.8535622560642295,0.8535622560642295
ENSG00000266890,5,174751734,174751787,54,+,ENSG00000266890,MIR4634,miRNA,chromosome,microRNA 4634 [Source:HGNC Symbol;Acc:HGNC:41559],ENSG00000266890.1,ENST00000583531,MIR4634,100616202,1812,1.2979836848634498,0.8320320796900684,0.11025358324145973,2354.542404342298,7.764526300246067,0,0.850692825374957,0.850692825374957
ENSG00000243671,13,68693804,68694081,278,-,ENSG00000243671,RN7SL761P,misc_RNA,chromosome,"RNA, 7SL, cytoplasmic 761, pseudogene [Source:HGNC Symbol;Acc:HGNC:46777]",ENSG00000243671.3,ENST00000463259,RN7SL761P,,1813,0.26077392573099456,0.23172575917396282,0.055126791620729865,473.0439012760241,6.161299936132016,0,-0.8455945508670856,0.8455945508670856
ENSG00000252563,1,41466937,41467028,92,-,ENSG00000252563,RNA5SP45,rRNA_pseudogene,chromosome,"RNA, 5S ribosomal pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:42821]",ENSG00000252563.1,ENST00000516754,RNA5SP45,,1814,0.29520615391338784,0.25866987469287595,0.0,535.5039631988856,6.285073949180254,0,0.8423652005417954,0.8423652005417954
ENSG00000206951,2,32945339,32945451,113,-,ENSG00000206951,Y_RNA,misc_RNA,chromosome,Y RNA [Source:RFAM;Acc:RF00019],ENSG00000206951.1,ENST00000384224,Y_RNA,,1814,0.21052073736106947,0.19105062848514853,0.0,381.88461757298,5.947733684192282,0,0.83837873139104,0.83837873139104
ENSG00000202345,5,168791498,168791610,113,+,ENSG00000202345,Y_RNA,misc_RNA,chromosome,Y RNA [Source:RFAM;Acc:RF00019],ENSG00000202345.1,ENST00000365475,Y_RNA,,1813,0.21355370564574647,0.19355300202082812,0.055126791620729865,387.3864220413841,5.962000777107296,0,0.8267868311132228,0.8267868311132228
ENSG00000200434,16,34162959,34163110,152,+,ENSG00000200434,RNA5-8SP2,rRNA_pseudogene,chromosome,"RNA, 5.8S ribosomal pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:41956]",ENSG00000200434.1,ENST00000363564,RNA5-8SP2,,1812,0.45094975514560837,0.37221834555998007,0.11025358324145973,818.0228558341336,6.708111990465061,0,-0.8224862885659836,0.8224862885659836
ENSG00000199448,16,46556089,46556191,103,-,ENSG00000199448,RNU6-845P,snRNA,chromosome,"RNA, U6 small nuclear 845, pseudogene [Source:HGNC Symbol;Acc:HGNC:47808]",ENSG00000199448.1,ENST00000362578,RNU6-845P,,1812,0.3025406688603874,0.26431671785113126,0.11025358324145973,548.8087733127427,6.309570532884191,0,0.8188075243407589,0.8188075243407589
ENSG00000244441,3,120512850,120513188,339,+,ENSG00000244441,,processed_pseudogene,chromosome,ribosomal protein L34 (RPL34) pseudogene,ENSG00000244441.1,ENST00000496098,,,1813,0.27642448960823157,0.24406280170626668,0.055126791620729865,501.4340241493321,6.219464336088048,0,0.8138213328614885,0.8138213328614885
ENSG00000205716,2,102249857,102250255,399,-,ENSG00000205716,FAM183DP,processed_pseudogene,chromosome,"family with sequence similarity 183 member D, pseudogene [Source:HGNC Symbol;Acc:HGNC:51331]",ENSG00000205716.4,ENST00000421987,FAM183DP,,1814,0.29580776295389727,0.2591342558738525,0.0,536.5952819983696,6.28710601312573,0,0.8104698780856521,0.8104698780856521
ENSG00000207925,19,53725442,53725526,85,+,ENSG00000207925,MIR516B2,miRNA,chromosome,microRNA 516b-2 [Source:HGNC Symbol;Acc:HGNC:32117],ENSG00000207925.1,ENST00000385190,MIR516B2,574485,1813,0.23082745961875506,0.20768667459935575,0.055126791620729865,418.7210117484217,6.0395902328186395,0,0.8101158143490013,0.8101158143490013
ENSG00000276181,19,12852260,12852327,68,+,ENSG00000276181,MIR6794,miRNA,chromosome,microRNA 6794 [Source:HGNC Symbol;Acc:HGNC:50117],ENSG00000276181.1,ENST00000622622,MIR6794,102466196,1811,0.24881888491340576,0.22219821255301714,0.1653803748621785,451.357457232918,6.1144727018734315,0,0.8054544824466113,0.8054544824466113
ENSG00000270171,1,7693124,7694844,1721,-,ENSG00000270171,,lncRNA,chromosome,novel transcript,ENSG00000270171.1,ENST00000602640,,,1814,0.3542859159967945,0.30327431615438677,0.0,642.6746516181852,6.467193399097521,0,-0.7999178889132809,0.7999178889132809
ENSG00000144119,2,119156243,119158751,2509,-,ENSG00000144119,C1QL2,protein_coding,chromosome,complement C1q like 2 [Source:HGNC Symbol;Acc:HGNC:24181],ENSG00000144119.4,ENST00000272520,C1QL2,165257,1814,0.8334120022368832,0.6061787129607217,0.0,1511.809372057706,7.321723712498052,0,-0.7989966637636551,0.7989966637636551
ENSG00000253808,14,106515818,106515854,37,-,ENSG00000253808,IGHVII-46-1,IG_V_pseudogene,chromosome,immunoglobulin heavy variable (II)-46-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5682],ENSG00000253808.1,ENST00000519794,IGHVII-46-1,,1813,0.36728086480032207,0.31282399735478394,0.055126791620729865,666.2474887477842,6.503161024692365,0,0.7985995027192001,0.7985995027192001
ENSG00000278754,9,15524576,15524707,132,-,ENSG00000278754,,processed_pseudogene,chromosome,thymosin beta 10 (TMSB10) pseudogene,ENSG00000278754.1,ENST00000621695,,,1813,0.2752046564706615,0.24310668060820487,0.055126791620729865,499.2212468377799,6.215050494226296,0,-0.7910175276206667,0.7910175276206667
ENSG00000252287,13,19088487,19088581,95,+,ENSG00000252287,RNA5SP24,rRNA_pseudogene,chromosome,"RNA, 5S ribosomal pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:42600]",ENSG00000252287.1,ENST00000516478,RNA5SP24,,1813,0.301432631802331,0.26346568214761606,0.055126791620729865,546.7987940894284,6.305908055456398,0,0.7901153290860714,0.7901153290860714
ENSG00000283412,11,87648489,87648549,61,-,ENSG00000283412,U6,snRNA,chromosome,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSG00000283412.1,ENST00000637085,U6,,1813,0.3017537744945423,0.26371241261076206,0.055126791620729865,547.3813469330997,6.306970933493892,0,-0.780369805414087,0.780369805414087
ENSG00000237330,1,1070967,1074306,3340,-,ENSG00000237330,RNF223,protein_coding,chromosome,ring finger protein 223 [Source:HGNC Symbol;Acc:HGNC:40020],ENSG00000237330.3,ENST00000453464,RNF223,401934,1813,0.542514958056586,0.43341417403180466,0.055126791620729865,984.122133914647,6.892765627307467,0,0.7800662941451136,0.7800662941451136
ENSG00000221442,7,147378017,147378121,105,-,ENSG00000221442,MIR548F4,miRNA,chromosome,microRNA 548f-4 [Source:HGNC Symbol;Acc:HGNC:35308],ENSG00000221442.1,ENST00000408515,MIR548F4,100313895,1811,0.21496208901749328,0.19471287385096703,0.1653803748621785,389.9412294777328,5.968557240446858,0,0.778992970260293,0.778992970260293
ENSG00000284219,10,133247511,133247620,110,-,ENSG00000284219,MIR202,miRNA,chromosome,microRNA 202 [Source:HGNC Symbol;Acc:HGNC:32080],ENSG00000284219.1,ENST00000362219,MIR202,574448,1810,0.46527187757192606,0.38204080721118794,0.22050716648290836,844.0031859154739,6.739340397664236,0,0.7786943394559416,0.7786943394559416
ENSG00000286989,1,1600314,1602703,2390,+,ENSG00000286989,,lncRNA,chromosome,novel transcript,ENSG00000286989.1,ENST00000658591,,,1814,0.9438368224223339,0.6646637634320037,0.0,1712.1199958741138,7.446071546001555,0,-0.7782368877500717,0.7782368877500717
ENSG00000272230,7,114653345,114653455,111,+,ENSG00000272230,MIR3666,miRNA,chromosome,microRNA 3666 [Source:HGNC Symbol;Acc:HGNC:38940],ENSG00000272230.1,ENST00000607845,MIR3666,100500896,1813,0.43812370677005086,0.36333928255984055,0.055126791620729865,794.7564040808722,6.67929311398514,0,-0.7779983721267059,0.7779983721267059
ENSG00000276878,12,66023620,66023726,107,-,ENSG00000276878,MIR6074,miRNA,chromosome,microRNA 6074 [Source:HGNC Symbol;Acc:HGNC:50060],ENSG00000276878.1,ENST00000612054,MIR6074,102464827,1813,0.26944036891994333,0.23857614896007615,0.055126791620729865,488.7648292207772,6.193925335530671,0,-0.7777195067514028,0.7777195067514028
ENSG00000226804,1,44150594,44151753,1160,-,ENSG00000226804,,processed_pseudogene,chromosome,zinc finger protein 146 (ZNF146) pseudogene,ENSG00000226804.4,ENST00000451975,,,1814,0.3212699532370234,0.27859335987599826,0.0,582.7836951719604,6.369530529239249,0,0.775182623254497,0.775182623254497
ENSG00000264775,18,5002759,5003254,496,-,ENSG00000264775,PPIAP14,processed_pseudogene,chromosome,peptidylprolyl isomerase A pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:9267],ENSG00000264775.1,ENST00000577627,PPIAP14,,1813,0.3629463936993158,0.30964882229996404,0.055126791620729865,658.3847581705588,6.491307215676152,0,-0.7750892354689787,0.7750892354689787
ENSG00000276656,3,124374332,124374437,106,+,ENSG00000276656,MIR6083,miRNA,chromosome,microRNA 6083 [Source:HGNC Symbol;Acc:HGNC:50076],ENSG00000276656.1,ENST00000612737,MIR6083,102464832,1813,0.3814922965189604,0.3231642891942059,0.055126791620729865,692.0270258853941,6.5410689968211075,0,0.7728004708476787,0.7728004708476787
