,chr,start,end,width,strand,gene_id,gene_name,gene_biotype,seq_coord_system,description,gene_id_version,canonical_transcript,symbol,entrezid,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_nas,gene_weight,gene_weight_abs
ENSG00000207946,19,53736845,53736934,90,+,ENSG00000207946,MIR516B1,miRNA,chromosome,microRNA 516b-1 [Source:HGNC Symbol;Acc:HGNC:32122],ENSG00000207946.3,ENST00000385211,MIR516B1,574490,1813,0.2629548078489296,0.23345406113588119,0.055126791620729865,477.0000214379583,6.16961077734074,0,3.6301079856741625,3.6301079856741625
ENSG00000265428,17,38996323,38996624,302,-,ENSG00000265428,,processed_pseudogene,chromosome,ribosomal protein L36 (RPL36) pseudogene,ENSG00000265428.1,ENST00000580084,,,1813,0.4888513191191778,0.3980048958748601,0.055126791620729865,886.7762928821885,6.788719788824416,0,3.6016882677290107,3.6016882677290107
ENSG00000283394,2,6650373,6650439,67,+,ENSG00000283394,MIR7515,miRNA,chromosome,microRNA 7515 [Source:HGNC Symbol;Acc:HGNC:49839],ENSG00000283394.1,ENST00000637837,MIR7515,102466235,1814,0.28384549951163107,0.24985987054468367,0.0,514.8957361140988,6.245904683269946,0,3.383348543535517,3.383348543535517
ENSG00000207014,15,25056860,25056954,95,+,ENSG00000207014,SNORD116-3,snoRNA,chromosome,"small nucleolar RNA, C/D box 116-3 [Source:HGNC Symbol;Acc:HGNC:33069]",ENSG00000207014.1,ENST00000384287,SNORD116-3,,1813,0.6236754309165409,0.48469236395524096,0.055126791620729865,1131.347231682605,7.032047953496575,0,3.3696176258270376,3.3696176258270376
ENSG00000201288,3,127240968,127241074,107,-,ENSG00000201288,RNU6-1047P,snRNA,chromosome,"RNA, U6 small nuclear 1047, pseudogene [Source:HGNC Symbol;Acc:HGNC:48010]",ENSG00000201288.1,ENST00000364418,RNU6-1047P,,1813,0.3298177867608621,0.28504193041252945,0.055126791620729865,598.2894651842039,6.395744728775018,0,-3.3657731015112144,3.3657731015112144
ENSG00000279973,22,11066418,11068174,1757,+,ENSG00000279973,,lncRNA,chromosome,novel transcript,ENSG00000279973.2,ENST00000624155,,,1812,0.5190026901259532,0.4180539945968953,0.11025358324145973,941.4708798884792,6.848505022174805,0,-3.3539723501913623,3.3539723501913623
ENSG00000207458,13,40226827,40226932,106,+,ENSG00000207458,RNY3P9,misc_RNA,chromosome,RNY3 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:42493],ENSG00000207458.1,ENST00000384727,RNY3P9,,1813,0.23008013450107453,0.2070793172630306,0.055126791620729865,417.3653639849492,6.0363551272613485,0,-3.299872719712029,3.299872719712029
ENSG00000239684,9,63775892,63776143,252,-,ENSG00000239684,PTGER4P3,processed_pseudogene,chromosome,prostaglandin E receptor 4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38498],ENSG00000239684.2,ENST00000458150,PTGER4P3,,1813,0.19405592093013513,0.17735584882355024,0.055126791620729865,352.0174405672651,5.866517462418959,0,3.1943395842064843,3.1943395842064843
ENSG00000256614,12,34249481,34249958,478,+,ENSG00000256614,AK6P1,processed_pseudogene,chromosome,adenylate kinase 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51678],ENSG00000256614.1,ENST00000540219,AK6P1,,1813,0.2862826364241856,0.2517563811574891,0.055126791620729865,519.3167024734727,6.254437669402139,0,-3.136504353034693,3.136504353034693
ENSG00000278640,11,105352670,105352956,287,-,ENSG00000278640,Metazoa_SRP,misc_RNA,chromosome,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017],ENSG00000278640.1,ENST00000612667,Metazoa_SRP,,1813,0.2627277264672486,0.23327424330113153,0.055126791620729865,476.58809581158897,6.168748636750148,0,-3.123112748224177,3.123112748224177
ENSG00000252199,21,9907916,9908010,95,+,ENSG00000252199,SNORA70,snoRNA,chromosome,Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156],ENSG00000252199.1,ENST00000516390,SNORA70,,1812,0.417512960165803,0.34890389955208484,0.11025358324145973,757.3685097407667,6.631169428112463,0,-3.074554405190364,3.074554405190364
ENSG00000234590,13,47307082,47307301,220,+,ENSG00000234590,GNG5P5,processed_pseudogene,chromosome,G protein subunit gamma 5 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:33554],ENSG00000234590.1,ENST00000420444,GNG5P5,,1813,0.31085505625210336,0.270679638983733,0.055126791620729865,563.8910720413155,6.336632919712282,0,2.995325926491449,2.995325926491449
ENSG00000215264,8,34322992,34323642,651,-,ENSG00000215264,RPL10AP3,processed_pseudogene,chromosome,ribosomal protein L10a pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:29803],ENSG00000215264.4,ENST00000462503,RPL10AP3,,1813,0.26702282083700496,0.2366699128871364,0.055126791620729865,484.37939699832697,6.184930846982372,0,-2.9699118064229384,2.9699118064229384
ENSG00000279541,19,57293083,57294469,1387,-,ENSG00000279541,,TEC,chromosome,TEC,ENSG00000279541.1,ENST00000623072,,,1813,0.6075208573289996,0.4746931520557268,0.055126791620729865,1102.0428351948053,7.0058278536715175,0,2.950722500906711,2.950722500906711
ENSG00000253869,5,178922064,178922716,653,+,ENSG00000253869,PIGFP1,processed_pseudogene,chromosome,phosphatidylinositol glycan anchor biosynthesis class F pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:8963],ENSG00000253869.1,ENST00000519180,PIGFP1,,1812,0.47797539218995067,0.39067317298953896,0.11025358324145973,867.0473614325705,6.766246277034205,0,-2.948064415373588,2.948064415373588
ENSG00000270782,3,120924612,120925158,547,-,ENSG00000270782,,processed_pseudogene,chromosome,C18orf32 chromosome 18 open reading frame 32 (C18orf32) pseudogene,ENSG00000270782.1,ENST00000605023,,,1813,0.30207513359161203,0.26395924841299423,0.055126791620729865,547.9642923351843,6.308033398110437,0,-2.934040819798895,2.934040819798895
ENSG00000238594,6,150164584,150164686,103,+,ENSG00000238594,,snoRNA,chromosome,,ENSG00000238594.1,ENST00000459301,,,1813,0.29262571247478614,0.2566755857072897,0.055126791620729865,530.823042429262,6.276310806996344,0,-2.843600589043602,2.843600589043602
ENSG00000276580,8,6622124,6622220,97,-,ENSG00000276580,MIR8055,miRNA,chromosome,microRNA 8055 [Source:HGNC Symbol;Acc:HGNC:50241],ENSG00000276580.1,ENST00000610739,MIR8055,102465861,1812,0.38690208278051164,0.3270725424315027,0.11025358324145973,701.8403781638481,6.555129807940665,0,2.805013050190543,2.805013050190543
ENSG00000279466,12,133073516,133073983,468,-,ENSG00000279466,,TEC,chromosome,novel transcript,ENSG00000279466.1,ENST00000624989,,,1813,0.4234407154847978,0.35307697986117625,0.055126791620729865,768.1214578894231,6.64524889967306,0,-2.7610980230344944,2.7610980230344944
ENSG00000201482,15,25201323,25201404,82,+,ENSG00000201482,SNORD115-17,snoRNA,chromosome,"small nucleolar RNA, C/D box 115-17 [Source:HGNC Symbol;Acc:HGNC:33036]",ENSG00000201482.1,ENST00000364612,SNORD115-17,100033455,1811,0.21916615511744011,0.1981671456546952,0.1653803748621785,397.5674053830364,5.987876631688097,0,2.7608514974187512,2.7608514974187512
ENSG00000252496,13,79389534,79389631,98,-,ENSG00000252496,RNA5SP33,rRNA_pseudogene,chromosome,"RNA, 5S ribosomal pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:42609]",ENSG00000252496.1,ENST00000516687,RNA5SP33,,1813,0.4679824058601115,0.383888945011586,0.055126791620729865,848.9200842302423,6.745142326511685,0,-2.7574730228473325,2.7574730228473325
ENSG00000200427,6,85777639,85777755,117,-,ENSG00000200427,Y_RNA,misc_RNA,chromosome,Y RNA [Source:RFAM;Acc:RF00019],ENSG00000200427.1,ENST00000363557,Y_RNA,,1813,0.3263129938021318,0.28240290750111663,0.055126791620729865,591.931770757067,6.385079334632826,0,-2.7550121751227534,2.7550121751227534
ENSG00000277977,19,52392659,52392755,97,+,ENSG00000277977,,unprocessed_pseudogene,chromosome,novel zinc finger pseudogene,ENSG00000277977.1,ENST00000620439,,,1813,0.40864501915343615,0.3426282630296135,0.055126791620729865,741.2820647443332,6.609729312096903,0,-2.7483661741961067,2.7483661741961067
ENSG00000212036,2,49059603,49059658,56,+,ENSG00000212036,MIR548BA,miRNA,chromosome,microRNA 548ba [Source:HGNC Symbol;Acc:HGNC:50260],ENSG00000212036.3,ENST00000390747,MIR548BA,102465854,1814,0.340084760678574,0.29273286620009686,0.0,616.9137558709333,6.426348894112276,0,2.7209384150427396,2.7209384150427396
ENSG00000270837,19,58049046,58049346,301,-,ENSG00000270837,HNRNPDLP4,processed_pseudogene,chromosome,HNRNPDL pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:48808],ENSG00000270837.1,ENST00000605144,HNRNPDLP4,,1813,0.414678590835496,0.34690236100816196,0.055126791620729865,752.2269637755898,6.624366595100793,0,-2.713251541839713,2.713251541839713
ENSG00000263762,8,10666978,10667070,93,+,ENSG00000263762,MIR4286,miRNA,chromosome,microRNA 4286 [Source:HGNC Symbol;Acc:HGNC:38186],ENSG00000263762.1,ENST00000580651,MIR4286,100422982,1813,0.42889710582020507,0.35690289203073544,0.055126791620729865,778.019349957852,6.658035885046017,0,2.694012011472183,2.694012011472183
ENSG00000200879,11,123058077,123058161,85,-,ENSG00000200879,SNORD14E,snoRNA,chromosome,"small nucleolar RNA, C/D box 14E [Source:HGNC Symbol;Acc:HGNC:30354]",ENSG00000200879.1,ENST00000364009,SNORD14E,85391,1813,1.0270721411891404,0.7065924569643937,0.055126791620729865,1863.1088641171007,7.530538397036417,0,-2.691674400303461,2.691674400303461
ENSG00000243642,19,58069970,58070288,319,+,ENSG00000243642,RN7SL526P,misc_RNA,chromosome,"RNA, 7SL, cytoplasmic 526, pseudogene [Source:HGNC Symbol;Acc:HGNC:46542]",ENSG00000243642.3,ENST00000469492,RN7SL526P,,1813,0.5710243492661268,0.45172785836796625,0.055126791620729865,1035.838169568754,6.9439311397050405,0,-2.6665092763917273,2.6665092763917273
ENSG00000258387,14,43592142,43592262,121,-,ENSG00000258387,,processed_pseudogene,chromosome,Rho GTPase activating protein 17 (ARHGAP17) pseudogene,ENSG00000258387.1,ENST00000554342,,,1813,0.21703462420729974,0.19641726405861265,0.055126791620729865,393.7008083120417,5.978128030581682,0,-2.650865487526881,2.650865487526881
ENSG00000244630,5,80855507,80855843,337,-,ENSG00000244630,,processed_pseudogene,chromosome,ribosomal protein S26 (RPS26) pseudogene,ENSG00000244630.2,ENST00000492984,,,1813,0.4465856588995791,0.36920606172399606,0.055126791620729865,810.1063852438365,6.698399223371581,0,-2.6436712371423083,2.6436712371423083
ENSG00000252552,1,174996524,174996629,106,+,ENSG00000252552,RNU6-307P,snRNA,chromosome,"RNA, U6 small nuclear 307, pseudogene [Source:HGNC Symbol;Acc:HGNC:47270]",ENSG00000252552.1,ENST00000516743,RNU6-307P,,1814,0.3908541986920248,0.32991808982859405,0.0,709.009516427333,6.565278373364315,0,-2.6361188489975715,2.6361188489975715
ENSG00000173810,1,101270875,101271363,489,-,ENSG00000173810,PPIAP7,processed_pseudogene,chromosome,peptidylprolyl isomerase A pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:9270],ENSG00000173810.9,ENST00000454070,PPIAP7,,1814,0.3069548803152582,0.2676999124817476,0.0,556.8161528918783,6.324029432988303,0,2.5609849344269877,2.5609849344269877
ENSG00000278554,3,73959642,73959927,286,-,ENSG00000278554,Metazoa_SRP,misc_RNA,chromosome,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017],ENSG00000278554.1,ENST00000616260,Metazoa_SRP,,1813,0.28296231642951264,0.24917171375204283,0.055126791620729865,513.2936420031359,6.242794390276176,0,-2.517263638720873,2.517263638720873
ENSG00000235975,X,138806374,138807091,718,+,ENSG00000235975,TPM2P1,processed_pseudogene,chromosome,TPM2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55137],ENSG00000235975.1,ENST00000433780,TPM2P1,,1813,0.329787923420652,0.2850194734444932,0.055126791620729865,598.2352930850627,6.395654330810681,0,2.5170631352630366,2.5170631352630366
ENSG00000252508,13,92059844,92059969,126,+,ENSG00000252508,RNU4ATAC3P,snRNA,chromosome,"RNA, U4atac small nuclear 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:42575]",ENSG00000252508.1,ENST00000516699,RNU4ATAC3P,,1813,0.24560164992336364,0.2196186661380617,0.055126791620729865,445.52139296098164,6.101487311735371,0,-2.5081307445109093,2.5081307445109093
ENSG00000206724,8,124260646,124260752,107,+,ENSG00000206724,RNU6-756P,snRNA,chromosome,"RNA, U6 small nuclear 756, pseudogene [Source:HGNC Symbol;Acc:HGNC:47719]",ENSG00000206724.1,ENST00000383997,RNU6-756P,,1813,0.2480013459245846,0.2215433484118664,0.055126791620729865,449.8744415071964,6.111188900536374,0,-2.454545268248137,2.454545268248137
ENSG00000220030,6,61240898,61241311,414,+,ENSG00000220030,,processed_pseudogene,chromosome,proteasome subunit alpha type 4 (PROS29) pseudogene,ENSG00000220030.1,ENST00000405826,,,1813,0.3180352417937096,0.27614217456480383,0.055126791620729865,576.9159286137892,6.359428405867899,0,-2.4466147398732585,2.4466147398732585
ENSG00000252696,13,90135712,90135841,130,-,ENSG00000252696,RNA5SP34,rRNA_pseudogene,chromosome,"RNA, 5S ribosomal pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:42610]",ENSG00000252696.1,ENST00000516887,RNA5SP34,,1813,0.2571784707313319,0.22886990101842136,0.055126791620729865,466.521745906636,6.147445862955251,0,2.4413289244760095,2.4413289244760095
ENSG00000244571,3,163115429,163116186,758,+,ENSG00000244571,RPS6P4,processed_pseudogene,chromosome,ribosomal protein S6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:36548],ENSG00000244571.1,ENST00000494693,RPS6P4,,1813,0.2466872852082184,0.22048986155863773,0.055126791620729865,447.49073536770817,6.105888024357307,0,-2.43224387611808,2.43224387611808
ENSG00000240298,11,25588475,25588795,321,-,ENSG00000240298,RPL36AP40,processed_pseudogene,chromosome,ribosomal protein L36a pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:36300],ENSG00000240298.3,ENST00000473882,RPL36AP40,,1813,0.2754064546136552,0.24326491574059161,0.055126791620729865,499.5873086691705,6.215782026437328,0,-2.4319090282698337,2.4319090282698337
ENSG00000279075,5,8458842,8459183,342,+,ENSG00000279075,,TEC,chromosome,TEC,ENSG00000279075.1,ENST00000624785,,,1813,0.5176878081255641,0.4171879978261866,0.055126791620729865,939.0856839397733,6.845971024237274,0,-2.427807577187831,2.427807577187831
ENSG00000222693,9,25088811,25089151,341,-,ENSG00000222693,RN7SKP120,misc_RNA,chromosome,RN7SK pseudogene 120 [Source:HGNC Symbol;Acc:HGNC:45844],ENSG00000222693.1,ENST00000410761,RN7SKP120,,1813,0.30398593321492434,0.2654256760344088,0.055126791620729865,551.4304828518727,6.314327602583005,0,-2.424101121825294,2.424101121825294
ENSG00000283249,15,65843484,65843558,75,+,ENSG00000283249,U6,snRNA,chromosome,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSG00000283249.1,ENST00000636829,U6,,1812,0.22501563337198976,0.20295360585157568,0.11025358324145973,408.17835893678944,6.014151146405212,0,-2.416356127839591,2.416356127839591
ENSG00000211583,X,152393421,152393529,109,-,ENSG00000211583,MIR767,miRNA,chromosome,microRNA 767 [Source:HGNC Symbol;Acc:HGNC:33136],ENSG00000211583.3,ENST00000390228,MIR767,768215,1813,0.2529612184513568,0.2255097244783218,0.055126791620729865,458.87165027076117,6.130947429398978,0,2.415596251366707,2.415596251366707
ENSG00000252466,3,48316360,48316459,100,-,ENSG00000252466,MIR2115,miRNA,chromosome,microRNA 2115 [Source:HGNC Symbol;Acc:HGNC:37309],ENSG00000252466.1,ENST00000516657,MIR2115,100313840,1813,0.41611547219484435,0.3479175401068584,0.055126791620729865,754.8334665614476,6.62782106958769,0,2.4087144954353006,2.4087144954353006
ENSG00000230355,2,66881087,66881222,136,-,ENSG00000230355,,processed_pseudogene,chromosome,novel pseudogene,ENSG00000230355.1,ENST00000451383,,,1814,0.27373221881898857,0.24195134574704666,0.0,496.55024493764523,6.209696546348549,0,-2.4040904426522776,2.4040904426522776
ENSG00000260674,15,79743311,79743468,158,+,ENSG00000260674,,processed_pseudogene,chromosome,chromosome 17 open reading frame 98 (C17orf98) pseudogene,ENSG00000260674.2,ENST00000561747,,,1813,0.24455342895185966,0.21877677396651804,0.055126791620729865,443.6199201186734,6.097219805111811,0,2.4013766687409968,2.4013766687409968
ENSG00000249368,8,15325296,15325569,274,+,ENSG00000249368,,processed_pseudogene,chromosome,"pseudogene similar to part of polymerase (DNA directed), beta (POLB)",ENSG00000249368.1,ENST00000506833,,,1813,0.27464080434990984,0.24266441684076787,0.055126791620729865,498.1984190907365,6.2130036501646595,0,2.3854307078688657,2.3854307078688657
ENSG00000252770,12,68911921,68911982,62,+,ENSG00000252770,RNU7-4P,snRNA,chromosome,"RNA, U7 small nuclear 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:34100]",ENSG00000252770.1,ENST00000516961,RNU7-4P,,1813,0.24441829406383647,0.21866818704533578,0.055126791620729865,443.37478543179935,6.096668317703491,0,2.3792239321822017,2.3792239321822017
ENSG00000233329,2,141208082,141208376,295,-,ENSG00000233329,RPS16P3,processed_pseudogene,chromosome,ribosomal protein S16 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:35986],ENSG00000233329.1,ENST00000430283,RPS16P3,,1813,0.2638595186203067,0.2341701492160855,0.055126791620729865,478.6411667772363,6.17303825511864,0,2.3647499999199217,2.3647499999199217
ENSG00000207001,15,25054210,25054304,95,+,ENSG00000207001,SNORD116-2,snoRNA,chromosome,"small nucleolar RNA, C/D box 116-2 [Source:HGNC Symbol;Acc:HGNC:33068]",ENSG00000207001.1,ENST00000384274,SNORD116-2,,1813,0.6444948773379542,0.49743327161503514,0.055126791620729865,1169.113707491049,7.064856208959345,0,-2.356706722979406,2.356706722979406
ENSG00000262118,16,3367719,3369246,1528,-,ENSG00000262118,MTCO1P28,processed_pseudogene,chromosome,MT-CO1 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:52093],ENSG00000262118.1,ENST00000574177,MTCO1P28,,1813,0.4328411677574877,0.35965930373398747,0.055126791620729865,785.1738783120827,6.66717798719041,0,-2.336982522936899,2.336982522936899
ENSG00000277775,6,26250142,26250635,494,-,ENSG00000277775,H3C7,protein_coding,chromosome,H3 clustered histone 7 [Source:HGNC Symbol;Acc:HGNC:4773],ENSG00000277775.2,ENST00000618052,H3C7,8968,1813,1.9252935450910071,1.073394832944434,0.055126791620729865,3492.482490795087,8.158654366042086,0,2.3256816855323437,2.3256816855323437
ENSG00000206656,15,25083588,25083679,92,+,ENSG00000206656,SNORD116-17,snoRNA,chromosome,"small nucleolar RNA, C/D box 116-17 [Source:HGNC Symbol;Acc:HGNC:33083]",ENSG00000206656.1,ENST00000383929,SNORD116-17,,1812,0.6058682741262331,0.47366459106864695,0.11025358324145973,1099.0450492649868,7.003106411825136,0,2.3247250072668812,2.3247250072668812
ENSG00000274493,6,127909833,127910052,220,+,ENSG00000274493,MRPS17P5,processed_pseudogene,chromosome,mitochondrial ribosomal protein S17 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:29737],ENSG00000274493.1,ENST00000622571,MRPS17P5,,1813,0.2510879843008624,0.2240135601874022,0.055126791620729865,455.47360352176435,6.123530874752581,0,2.322566371814281,2.322566371814281
ENSG00000234881,9,123843036,123843686,651,+,ENSG00000234881,PIGFP2,processed_pseudogene,chromosome,phosphatidylinositol glycan anchor biosynthesis class F pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45150],ENSG00000234881.1,ENST00000421400,PIGFP2,,1813,0.4383108345136744,0.36346939346012475,0.055126791620729865,795.0958538078054,6.6797195979510935,0,2.3052891215256732,2.3052891215256732
ENSG00000268070,19,20033444,20034332,889,+,ENSG00000268070,,processed_pseudogene,chromosome,BCL2/adenovirus E1B 19kDa interacting protein 3 (BNIP3) pseudogene,ENSG00000268070.1,ENST00000601729,,,1813,0.3290051335889535,0.28443064246928634,0.055126791620729865,596.8153123303616,6.39328186399212,0,2.2868133061128533,2.2868133061128533
ENSG00000201502,12,93266017,93266096,80,+,ENSG00000201502,,snoRNA,chromosome,,ENSG00000201502.1,ENST00000364632,,,1813,0.3045011741783682,0.26582072569264514,0.055126791620729865,552.3651299595599,6.316018054813837,0,-2.2743127972175947,2.2743127972175947
ENSG00000277049,9,41237440,41237557,118,-,ENSG00000277049,RNA5SP530,rRNA,chromosome,"RNA, 5S ribosomal pseudogene 530 [Source:HGNC Symbol;Acc:HGNC:53799]",ENSG00000277049.1,ENST00000612104,RNA5SP530,,1813,0.6139678211038595,0.47869563229080175,0.055126791620729865,1113.7376274824012,7.0163743445291065,0,-2.2633882122314004,2.2633882122314004
ENSG00000253465,14,106489345,106489756,412,-,ENSG00000253465,IGHVIV-44-1,IG_V_pseudogene,chromosome,immunoglobulin heavy variable (IV)-44-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5710],ENSG00000253465.1,ENST00000519334,IGHVIV-44-1,,1813,0.35404822894505505,0.3030987934606353,0.055126791620729865,642.2434873063298,6.466523326441076,0,-2.254346367848988,2.254346367848988
ENSG00000266204,19,10038354,10038413,60,+,ENSG00000266204,MIR5589,miRNA,chromosome,microRNA 5589 [Source:HGNC Symbol;Acc:HGNC:43514],ENSG00000266204.1,ENST00000579442,MIR5589,100847093,1813,0.4273771369004924,0.3558385901227071,0.055126791620729865,775.2621263374932,6.6544902548164835,0,2.2277221129325846,2.2277221129325846
ENSG00000269786,19,56922018,56922213,196,+,ENSG00000269786,,processed_pseudogene,chromosome,NADH dehydrogenase pseudogene,ENSG00000269786.1,ENST00000593294,,,1813,0.2921785976192031,0.25632962925844255,0.055126791620729865,530.0119760812345,6.274784574812905,0,2.2268049283412084,2.2268049283412084
ENSG00000207191,15,25062333,25062427,95,+,ENSG00000207191,SNORD116-5,snoRNA,chromosome,"small nucleolar RNA, C/D box 116-5 [Source:HGNC Symbol;Acc:HGNC:33071]",ENSG00000207191.1,ENST00000384462,SNORD116-5,,1812,0.5511806746814042,0.43901636656635584,0.11025358324145973,999.8417438720672,6.908596668786507,0,2.204873456309692,2.204873456309692
ENSG00000237801,X,155828585,155829576,992,-,ENSG00000237801,AMD1P2,processed_pseudogene,chromosome,adenosylmethionine decarboxylase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:460],ENSG00000237801.6,ENST00000412936,AMD1P2,,1813,0.29194284462195186,0.256147166473179,0.055126791620729865,529.5843201442207,6.273978890087614,0,2.184079629096585,2.184079629096585
ENSG00000206600,3,195214787,195214893,107,+,ENSG00000206600,RNU6-25P,snRNA,chromosome,"RNA, U6 small nuclear 25, pseudogene [Source:HGNC Symbol;Acc:HGNC:34251]",ENSG00000206600.1,ENST00000383873,RNU6-25P,,1813,0.20687930365601329,0.18803794014437253,0.055126791620729865,375.2790568320081,5.930331040541685,0,-2.1657241111870267,2.1657241111870267
ENSG00000252322,4,88583666,88583972,307,-,ENSG00000252322,RN7SKP244,misc_RNA,chromosome,RN7SK pseudogene 244 [Source:HGNC Symbol;Acc:HGNC:45968],ENSG00000252322.1,ENST00000516513,RN7SKP244,,1813,0.3327329023955238,0.28723164782247923,0.055126791620729865,603.5774849454801,6.4045298420645835,0,-2.162730961680192,2.162730961680192
ENSG00000263642,4,40502040,40502119,80,-,ENSG00000263642,MIR4802,miRNA,chromosome,microRNA 4802 [Source:HGNC Symbol;Acc:HGNC:41658],ENSG00000263642.1,ENST00000581881,MIR4802,100616274,1813,0.4653450643440292,0.3820907535355073,0.055126791620729865,844.135946720069,6.73949749810917,0,2.1303301884772514,2.1303301884772514
