,chr,start,end,width,strand,gene_id,gene_name,gene_biotype,seq_coord_system,description,gene_id_version,canonical_transcript,symbol,entrezid,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_nas,gene_weight,gene_weight_abs
ENSG00000254324,8,140732564,140732653,90,-,ENSG00000254324,MIR151A,miRNA,chromosome,microRNA 151a [Source:HGNC Symbol;Acc:HGNC:31762],ENSG00000254324.3,ENST00000521276,MIR151A,442893,1813,0.5541849261669644,0.44095124497294624,0.055126791620729865,1005.2914560668734,6.91402702645991,0,0.9328750234173125,0.9328750234173125
ENSG00000179094,17,8140472,8156506,16035,-,ENSG00000179094,PER1,protein_coding,chromosome,period circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:8845],ENSG00000179094.16,ENST00000317276,PER1,5187,1813,2.099450340970419,1.1312247864055558,0.055126791620729865,3808.40291852034,8.245227741540655,0,0.932528287880231,0.932528287880231
ENSG00000200090,11,47726894,47726992,99,-,ENSG00000200090,Y_RNA,misc_RNA,chromosome,Y RNA [Source:RFAM;Acc:RF00019],ENSG00000200090.1,ENST00000363220,Y_RNA,,1812,0.4643169588100177,0.38138889402537246,0.11025358324145973,842.2709632813721,6.73728833373518,0,0.9309202660374408,0.9309202660374408
ENSG00000263978,13,20433778,20433846,69,-,ENSG00000263978,MIR4499,miRNA,chromosome,microRNA 4499 [Source:HGNC Symbol;Acc:HGNC:41739],ENSG00000263978.1,ENST00000584834,MIR4499,100616304,1813,0.25136091732565463,0.22423169293384676,0.055126791620729865,455.9687040287375,6.124614907211696,0,0.9247449231653815,0.9247449231653815
ENSG00000252512,6,32078508,32078628,121,-,ENSG00000252512,RNA5SP206,rRNA_pseudogene,chromosome,"RNA, 5S ribosomal pseudogene 206 [Source:HGNC Symbol;Acc:HGNC:43106]",ENSG00000252512.1,ENST00000516703,RNA5SP206,,1813,0.31539142309971074,0.2741342814896052,0.055126791620729865,572.1200415028753,6.351095191288025,0,0.922935865953835,0.922935865953835
ENSG00000234604,1,169474060,169474159,100,-,ENSG00000234604,,processed_pseudogene,chromosome,ATP synthase 6 (MTATP6) pseudogene,ENSG00000234604.2,ENST00000452472,,,1814,0.32764924396977635,0.28340989265074834,0.0,594.3557285611743,6.3891590900246955,0,-0.9226350234749137,0.9226350234749137
ENSG00000049246,1,7784291,7845177,60887,+,ENSG00000049246,PER3,protein_coding,chromosome,period circadian regulator 3 [Source:HGNC Symbol;Acc:HGNC:8847],ENSG00000049246.15,ENST00000377532,PER3,8863,1814,0.7127064796142042,0.5380748559235109,0.0,1292.8495540201664,7.16537720402046,0,0.9150503138061366,0.9150503138061366
ENSG00000260165,15,75480661,75480836,176,+,ENSG00000260165,,unprocessed_pseudogene,chromosome,microtubule associated serine/threonine kinase 2 (MAST2) pseudogene,ENSG00000260165.1,ENST00000569468,,,1813,0.14468860578997977,0.13513264000962222,0.055126791620729865,262.4651309030233,5.573921028686148,0,-0.9139280556267015,0.9139280556267015
ENSG00000202217,9,74799895,74800222,328,+,ENSG00000202217,RN7SKP47,misc_RNA,chromosome,RN7SK pseudogene 47 [Source:HGNC Symbol;Acc:HGNC:45771],ENSG00000202217.1,ENST00000365347,RN7SKP47,,1813,0.3009269982215165,0.26307708590492634,0.055126791620729865,545.8815747738308,6.304232279483187,0,0.9130537796650454,0.9130537796650454
ENSG00000207313,12,48667457,48667593,137,-,ENSG00000207313,SNORA2B,snoRNA,chromosome,"small nucleolar RNA, H/ACA box 2B [Source:HGNC Symbol;Acc:HGNC:32585]",ENSG00000207313.1,ENST00000384583,SNORA2B,677794,1813,0.5771573904924242,0.4556241067373168,0.055126791620729865,1046.9635063532576,6.954604042092675,0,0.910047311755101,0.910047311755101
ENSG00000207133,15,25067788,25067882,95,+,ENSG00000207133,SNORD116-7,snoRNA,chromosome,"small nucleolar RNA, C/D box 116-7 [Source:HGNC Symbol;Acc:HGNC:33073]",ENSG00000207133.1,ENST00000384404,SNORD116-7,,1813,0.6532720686102019,0.5027563961060751,0.055126791620729865,1185.0355324589063,7.078371539023642,0,0.8962514218973369,0.8962514218973369
ENSG00000221340,1,12569972,12570072,101,-,ENSG00000221340,RNU6ATAC18P,snRNA,chromosome,"RNA, U6atac small nuclear 18, pseudogene [Source:HGNC Symbol;Acc:HGNC:46917]",ENSG00000221340.1,ENST00000408413,RNU6ATAC18P,,1814,0.42347914106658857,0.35310397435608953,0.0,768.1911618947917,6.645339523652243,0,-0.8951268036704878,0.8951268036704878
ENSG00000276610,15,24985100,24985166,67,+,ENSG00000276610,SNORD64,snoRNA,chromosome,"small nucleolar RNA, C/D box 64 [Source:HGNC Symbol;Acc:HGNC:32725]",ENSG00000276610.1,ENST00000386683,SNORD64,347686,1813,0.5343022558077701,0.42807572122002463,0.055126791620729865,969.2242920352951,6.877527273670513,0,0.8898089887108033,0.8898089887108033
ENSG00000200879,11,123058077,123058161,85,-,ENSG00000200879,SNORD14E,snoRNA,chromosome,"small nucleolar RNA, C/D box 14E [Source:HGNC Symbol;Acc:HGNC:30354]",ENSG00000200879.1,ENST00000364009,SNORD14E,85391,1813,1.0270721411891404,0.7065924569643937,0.055126791620729865,1863.1088641171007,7.530538397036417,0,-0.8878004119785323,0.8878004119785323
ENSG00000266649,2,69103682,69103755,74,+,ENSG00000266649,MIR3126,miRNA,chromosome,microRNA 3126 [Source:HGNC Symbol;Acc:HGNC:38225],ENSG00000266649.1,ENST00000577443,MIR3126,100423030,1814,0.41545528599152615,0.34745123622702623,0.0,753.6358887886284,6.626235366416004,0,-0.8834302619437014,0.8834302619437014
ENSG00000004799,7,95583499,95596516,13018,-,ENSG00000004799,PDK4,protein_coding,chromosome,pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812],ENSG00000004799.8,ENST00000005178,PDK4,5166,1813,1.6581384099517558,0.9776260319043615,0.055126791620729865,3007.863075652485,8.009317570660295,0,0.8687603321390006,0.8687603321390006
ENSG00000238835,5,83064204,83064337,134,-,ENSG00000238835,SCARNA18,snoRNA,chromosome,small Cajal body-specific RNA 18 [Source:HGNC Symbol;Acc:HGNC:32559],ENSG00000238835.1,ENST00000459004,SCARNA18,677765,1813,0.39521117064872857,0.3330457806261403,0.055126791620729865,716.9130635567936,6.576348480320057,0,-0.8609658607834453,0.8609658607834453
ENSG00000202392,4,6997012,6997328,317,+,ENSG00000202392,RN7SKP292,misc_RNA,chromosome,RN7SK pseudogene 292 [Source:HGNC Symbol;Acc:HGNC:46016],ENSG00000202392.1,ENST00000365522,RN7SKP292,,1813,0.4884345914050822,0.3977249578847975,0.055126791620729865,886.0203488088191,6.7878679232063215,0,-0.8595046916823831,0.8595046916823831
ENSG00000279360,12,110056916,110057275,360,-,ENSG00000279360,,TEC,chromosome,novel transcript,ENSG00000279360.1,ENST00000623996,,,1813,0.29852978104648364,0.2612326868183752,0.055126791620729865,541.5330228183213,6.296248955116526,0,0.8469219073723225,0.8469219073723225
ENSG00000278267,1,17369,17436,68,-,ENSG00000278267,MIR6859-1,miRNA,chromosome,microRNA 6859-1 [Source:HGNC Symbol;Acc:HGNC:50039],ENSG00000278267.1,ENST00000619216,MIR6859-1,102466751,1813,0.23207166213315591,0.20869703073554863,0.055126791620729865,420.97799510954485,6.044953168386273,0,-0.8355578129821611,0.8355578129821611
ENSG00000238961,5,77080434,77080571,138,-,ENSG00000238961,SNORA47,snoRNA,chromosome,"small nucleolar RNA, H/ACA box 47 [Source:HGNC Symbol;Acc:HGNC:32640]",ENSG00000238961.1,ENST00000458862,SNORA47,677828,1813,0.4336434759451314,0.3602190891913122,0.055126791620729865,786.6292653644684,6.66902750372379,0,0.8286007370626028,0.8286007370626028
ENSG00000283904,21,25573980,25574044,65,+,ENSG00000283904,MIR155,miRNA,chromosome,microRNA 155 [Source:HGNC Symbol;Acc:HGNC:31542],ENSG00000283904.1,ENST00000385060,MIR155,406947,1812,0.6038840978101565,0.47242824861047716,0.11025358324145973,1095.445753427624,6.9998290941559125,0,0.8246178699358199,0.8246178699358199
ENSG00000263165,17,4163910,4164713,804,+,ENSG00000263165,,lncRNA,chromosome,"novel transcript, antisense to ANKFY1",ENSG00000263165.1,ENST00000573371,,,1813,0.5795514513585731,0.4571409151888355,0.055126791620729865,1051.3063327644516,6.958739541750564,0,0.8189644957885766,0.8189644957885766
ENSG00000284357,1,9151668,9151777,110,-,ENSG00000284357,MIR34A,miRNA,chromosome,microRNA 34a [Source:HGNC Symbol;Acc:HGNC:31635],ENSG00000284357.1,ENST00000385130,MIR34A,407040,1814,0.7118666991336019,0.5375844120324901,0.0,1291.3261922283539,7.164199123242146,0,-0.8032655469125106,0.8032655469125106
ENSG00000255092,11,44606170,44608101,1932,-,ENSG00000255092,,lncRNA,chromosome,novel transcript,ENSG00000255092.1,ENST00000532524,,,1813,0.5318248509213407,0.4264597377077185,0.055126791620729865,964.7302795713119,6.872884581530823,0,0.801855029036113,0.801855029036113
ENSG00000215930,1,117094643,117094728,86,+,ENSG00000215930,MIR942,miRNA,chromosome,microRNA 942 [Source:HGNC Symbol;Acc:HGNC:33688],ENSG00000215930.1,ENST00000401111,MIR942,100126331,1814,0.4671116989595212,0.3832956373389616,0.0,847.3406219125715,6.743282231925073,0,0.7917125709455786,0.7917125709455786
ENSG00000223181,1,758233,758336,104,-,ENSG00000223181,RNU6-1199P,snRNA,chromosome,"RNA, U6 small nuclear 1199, pseudogene [Source:HGNC Symbol;Acc:HGNC:48162]",ENSG00000223181.1,ENST00000411249,RNU6-1199P,,1814,0.26361614191492067,0.23397756440908743,0.0,478.19968143366606,6.172117382013177,0,0.7908218592866691,0.7908218592866691
ENSG00000166106,11,130448645,130476645,28001,+,ENSG00000166106,ADAMTS15,protein_coding,chromosome,ADAM metallopeptidase with thrombospondin type 1 motif 15 [Source:HGNC Symbol;Acc:HGNC:16305],ENSG00000166106.4,ENST00000299164,ADAMTS15,170689,1813,0.8918719737106757,0.6375668011682128,0.055126791620729865,1617.8557603111658,7.389474857868799,0,-0.7854177744558596,0.7854177744558596
ENSG00000286898,1,16976302,16977792,1491,+,ENSG00000286898,,lncRNA,chromosome,"novel transcript, antisense to MFAP2",ENSG00000286898.1,ENST00000654887,,105376806,1814,0.3669178820466414,0.3125584842817261,0.0,665.5890380326075,6.502173721142877,0,-0.7836649692510806,0.7836649692510806
ENSG00000267504,18,58371566,58372666,1101,+,ENSG00000267504,,lncRNA,chromosome,"novel transcript, sense intronic to NEDD4L",ENSG00000267504.1,ENST00000587933,,,1813,0.3999023039124527,0.33640245126659507,0.055126791620729865,725.4227792971892,6.588132185960028,0,-0.7832816488210157,0.7832816488210157
ENSG00000265521,1,9967381,9967458,78,+,ENSG00000265521,MIR5697,miRNA,chromosome,microRNA 5697 [Source:HGNC Symbol;Acc:HGNC:43509],ENSG00000265521.1,ENST00000578045,MIR5697,100847055,1814,0.2516266555691566,0.22444402978072375,0.0,456.4507532024501,6.12566923564829,0,0.7773136305984977,0.7773136305984977
ENSG00000264341,1,5564071,5564143,73,+,ENSG00000264341,,miRNA,chromosome,,ENSG00000264341.1,ENST00000579887,,,1814,0.26009631107973297,0.23118815540706755,0.0,471.8147082986356,6.15870357453068,0,-0.7670252597620448,0.7670252597620448
ENSG00000254690,8,144314590,144315138,549,-,ENSG00000254690,,lncRNA,chromosome,novel transcript,ENSG00000254690.1,ENST00000525023,,,1812,0.9150421787723495,0.649739647858642,0.11025358324145973,1659.886512293042,7.415106782350107,0,-0.7649670498051594,0.7649670498051594
ENSG00000224818,1,201464383,201465146,764,-,ENSG00000224818,,lncRNA,chromosome,novel transcript,ENSG00000224818.1,ENST00000430471,,,1814,0.647848918179475,0.4994707514228222,0.0,1175.1979375775677,7.070042428561955,0,0.7645428481328288,0.7645428481328288
ENSG00000238721,4,150209706,150209768,63,+,ENSG00000238721,RNU7-194P,snRNA,chromosome,"RNA, U7 small nuclear 194 pseudogene [Source:HGNC Symbol;Acc:HGNC:45728]",ENSG00000238721.1,ENST00000459053,RNU7-194P,,1812,0.27123698169072313,0.23999042777026122,0.11025358324145973,492.0238847869718,6.200557620712887,0,-0.7634029085058319,0.7634029085058319
ENSG00000206816,11,77691650,77691751,102,+,ENSG00000206816,Y_RNA,misc_RNA,chromosome,Y RNA [Source:RFAM;Acc:RF00019],ENSG00000206816.1,ENST00000384089,Y_RNA,,1813,0.3617820507724638,0.30879417346324317,0.055126791620729865,656.2726401012493,6.488098909728393,0,-0.7566434559253755,0.7566434559253755
ENSG00000272814,2,46956615,46956888,274,-,ENSG00000272814,,lncRNA,chromosome,novel transcript,ENSG00000272814.1,ENST00000607950,,,1814,0.591913108757456,0.46493650600643177,0.0,1073.730379286025,6.979825099137195,0,0.7510593133283127,0.7510593133283127
ENSG00000283197,8,133516184,133516268,85,+,ENSG00000283197,,processed_pseudogene,chromosome,mitochondrially encoded NADH 4L dehydrogenase (MT-ND4L) pseudogene,ENSG00000283197.1,ENST00000636297,,,1813,0.46564356950937086,0.3822944425999587,0.055126791620729865,844.6774350899988,6.7401380045000785,0,-0.7506326451049361,0.7506326451049361
ENSG00000229413,7,128653690,128654019,330,-,ENSG00000229413,,processed_pseudogene,chromosome,novel pseudogene,ENSG00000229413.2,ENST00000414464,,,1813,0.2513150213530253,0.2241950154144563,0.055126791620729865,455.8854487343879,6.124432700249397,0,-0.748068492693641,0.748068492693641
ENSG00000200525,8,95055214,95055320,107,+,ENSG00000200525,RNU6-1209P,snRNA,chromosome,"RNA, U6 small nuclear 1209, pseudogene [Source:HGNC Symbol;Acc:HGNC:48172]",ENSG00000200525.1,ENST00000363655,RNU6-1209P,,1813,0.34551943230714294,0.2967801335235966,0.055126791620729865,626.7722502051573,6.442177441782568,0,0.7436283422510059,0.7436283422510059
ENSG00000274859,12,118066398,118066725,328,+,ENSG00000274859,,lncRNA,chromosome,"novel transcript, antisense to VSIG10",ENSG00000274859.1,ENST00000617135,,,1813,0.33189787757226263,0.2866049006897262,0.055126791620729865,602.0627499160844,6.402021254192098,0,0.7419605759536338,0.7419605759536338
ENSG00000207821,19,19435063,19435158,96,+,ENSG00000207821,MIR640,miRNA,chromosome,microRNA 640 [Source:HGNC Symbol;Acc:HGNC:32896],ENSG00000207821.1,ENST00000385086,MIR640,693225,1813,0.65066589585245,0.5011787797426204,0.055126791620729865,1180.3079350763444,7.074377523172534,0,-0.7387920313255039,0.7387920313255039
ENSG00000283678,5,132217849,132217918,70,-,ENSG00000283678,MIR6830,miRNA,chromosome,microRNA 6830 [Source:HGNC Symbol;Acc:HGNC:49966],ENSG00000283678.1,ENST00000636015,MIR6830,102465498,1813,0.4612205993985533,0.3792721134296513,0.055126791620729865,836.6541673089757,6.730605327127436,0,0.7370301715046931,0.7370301715046931
ENSG00000252620,3,195523087,195523221,135,-,ENSG00000252620,RNU6ATAC24P,snRNA,chromosome,"RNA, U6atac small nuclear 24, pseudogene [Source:HGNC Symbol;Acc:HGNC:46923]",ENSG00000252620.1,ENST00000516811,RNU6ATAC24P,,1813,0.5399143306128189,0.4317267854059658,0.055126791620729865,979.4045957316536,6.887965339251757,0,0.7365251054320564,0.7365251054320564
ENSG00000228318,21,41441056,41445708,4653,-,ENSG00000228318,,lncRNA,chromosome,novel transcript,ENSG00000228318.3,ENST00000411427,,,1813,0.42279865110874304,0.3526258130376956,0.055126791620729865,766.9567531112599,6.643733420509099,0,0.7328725177381875,0.7328725177381875
ENSG00000265450,13,114273828,114273908,81,+,ENSG00000265450,MIR4502,miRNA,chromosome,microRNA 4502 [Source:HGNC Symbol;Acc:HGNC:41534],ENSG00000265450.1,ENST00000580432,MIR4502,100616227,1813,0.3876712080526344,0.32762695221722676,0.055126791620729865,703.2355714074788,6.557112918662298,0,-0.7324070804095765,0.7324070804095765
ENSG00000259715,15,50359450,50360194,745,-,ENSG00000259715,,lncRNA,chromosome,novel transcript,ENSG00000259715.1,ENST00000558372,,,1813,0.29687296151939707,0.2599559525952258,0.055126791620729865,538.5275521961863,6.290693853266617,0,-0.7304955148588541,0.7304955148588541
ENSG00000288708,6,16328342,16328431,90,-,ENSG00000288708,,protein_coding,chromosome,novel protein,ENSG00000288708.1,ENST00000683730,,,1813,0.346038092794374,0.29716553156083997,0.055126791620729865,627.7131003289944,6.443675032342267,0,0.7244034206981749,0.7244034206981749
ENSG00000254694,11,126208611,126209027,417,-,ENSG00000254694,,lncRNA,chromosome,novel transcript,ENSG00000254694.1,ENST00000532866,,,1813,0.45568726516313973,0.375478136293799,0.055126791620729865,826.6166990059355,6.7185501232970335,0,-0.7232948328730622,0.7232948328730622
ENSG00000126368,17,40092793,40100589,7797,-,ENSG00000126368,NR1D1,protein_coding,chromosome,nuclear receptor subfamily 1 group D member 1 [Source:HGNC Symbol;Acc:HGNC:7962],ENSG00000126368.6,ENST00000246672,NR1D1,9572,1813,2.122153063556715,1.1385228482958936,0.055126791620729865,3849.585657291881,8.255980534490053,0,0.7232150361762486,0.7232150361762486
ENSG00000207468,10,119060011,119060138,128,-,ENSG00000207468,SNORA19,snoRNA,chromosome,"small nucleolar RNA, H/ACA box 19 [Source:HGNC Symbol;Acc:HGNC:32609]",ENSG00000207468.1,ENST00000384737,SNORA19,641451,1813,0.4381030873694521,0.3633249447470914,0.055126791620729865,794.7190004881861,6.679246109058032,0,0.7230847131356934,0.7230847131356934
