,chr,start,end,width,strand,gene_id,gene_name,gene_biotype,seq_coord_system,description,gene_id_version,canonical_transcript,symbol,entrezid,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_nas,gene_weight,gene_weight_abs
ENSG00000252850,12,88581639,88581796,158,+,ENSG00000252850,RNU1-117P,snRNA,chromosome,"RNA, U1 small nuclear 117, pseudogene [Source:HGNC Symbol;Acc:HGNC:48459]",ENSG00000252850.1,ENST00000517041,RNU1-117P,,1813,0.3226400121212813,0.27962974842541244,0.055126791620729865,585.2689819880043,6.373778697893888,0,-1.1629548916322299,1.1629548916322299
ENSG00000232531,2,91747940,91748986,1047,-,ENSG00000232531,KMT5AP2,processed_pseudogene,chromosome,KMT5A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54727],ENSG00000232531.3,ENST00000413684,KMT5AP2,,1814,0.37993092406720697,0.32203344289255575,0.0,689.1946962579134,6.536973726278993,0,-1.1626208944111287,1.1626208944111287
ENSG00000279720,21,9082601,9083101,501,-,ENSG00000279720,SOWAHCP2,processed_pseudogene,chromosome,SOWAHC pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54506],ENSG00000279720.1,ENST00000624968,SOWAHCP2,,1813,0.11019450228335217,0.10453522725603498,0.055126791620729865,199.89282714200084,5.30277156755981,0,-1.1617901487913347,1.1617901487913347
ENSG00000271385,10,91464578,91464708,131,-,ENSG00000271385,,processed_pseudogene,chromosome,transmembrane protein 230 (TMEM230) pseudogene,ENSG00000271385.1,ENST00000604630,,,1813,0.4857362484303874,0.3959104395801283,0.055126791620729865,881.1255546527227,6.782334398089648,0,-1.1403389102356423,1.1403389102356423
ENSG00000222300,2,158935798,158935985,188,-,ENSG00000222300,RNU2-21P,snRNA,chromosome,"RNA, U2 small nuclear 21, pseudogene [Source:HGNC Symbol;Acc:HGNC:48514]",ENSG00000222300.1,ENST00000410368,RNU2-21P,,1813,0.28822356081507255,0.2532641846816662,0.055126791620729865,522.8375393185416,6.261181596780438,0,-1.1124993974213846,1.1124993974213846
ENSG00000238961,5,77080434,77080571,138,-,ENSG00000238961,SNORA47,snoRNA,chromosome,"small nucleolar RNA, H/ACA box 47 [Source:HGNC Symbol;Acc:HGNC:32640]",ENSG00000238961.1,ENST00000458862,SNORA47,677828,1813,0.4336434759451314,0.3602190891913122,0.055126791620729865,786.6292653644684,6.66902750372379,0,1.1090295070917324,1.1090295070917324
ENSG00000240966,4,87386883,87387174,292,-,ENSG00000240966,RN7SL681P,misc_RNA,chromosome,"RNA, 7SL, cytoplasmic 681, pseudogene [Source:HGNC Symbol;Acc:HGNC:46697]",ENSG00000240966.3,ENST00000482763,RN7SL681P,,1813,0.6042711838975021,0.4726695624218323,0.055126791620729865,1096.1479275900688,7.00046929857709,0,-1.105931955870051,1.105931955870051
ENSG00000280020,17,32178946,32180074,1129,-,ENSG00000280020,,TEC,chromosome,TEC,ENSG00000280020.1,ENST00000623905,,,1813,0.3662022445477873,0.3120348062272965,0.055126791620729865,664.2908716096862,6.500224345940779,0,-1.103826454524649,1.103826454524649
ENSG00000204175,10,46541736,46556658,14923,-,ENSG00000204175,GPRIN2,protein_coding,chromosome,G protein regulated inducer of neurite outgrowth 2 [Source:HGNC Symbol;Acc:HGNC:23730],ENSG00000204175.6,ENST00000374314,GPRIN2,9721,1813,0.6313277681704925,0.489394264926747,0.055126791620729865,1145.2285714612735,7.044232328923759,0,1.099654120119158,1.099654120119158
ENSG00000251819,15,100551820,100551922,103,-,ENSG00000251819,RNU6-322P,snRNA,chromosome,"RNA, U6 small nuclear 322, pseudogene [Source:HGNC Symbol;Acc:HGNC:47285]",ENSG00000251819.1,ENST00000516010,RNU6-322P,,1813,0.27789205678876006,0.2452118897815722,0.055126791620729865,504.09619101481076,6.224748888393921,0,-1.068090851119234,1.068090851119234
ENSG00000258436,14,20590193,20590823,631,-,ENSG00000258436,RNASE12,protein_coding,chromosome,ribonuclease A family member 12 (inactive) [Source:HGNC Symbol;Acc:HGNC:24211],ENSG00000258436.1,ENST00000556526,RNASE12,493901,1813,0.30858152695845703,0.26894374670894006,0.055126791620729865,559.7668899026411,6.3293052931475895,0,1.0591866806714765,1.0591866806714765
ENSG00000284584,13,41568286,41568395,110,-,ENSG00000284584,MIR5006,miRNA,chromosome,microRNA 5006 [Source:HGNC Symbol;Acc:HGNC:43495],ENSG00000284584.1,ENST00000583027,MIR5006,100847026,1813,0.6497654369294426,0.5006331183701773,0.055126791620729865,1178.6745025900088,7.072993834144704,0,-1.0465682198841164,1.0465682198841164
ENSG00000222644,4,75829454,75829589,136,-,ENSG00000222644,RNU2-16P,snRNA,chromosome,"RNA, U2 small nuclear 16, pseudogene [Source:HGNC Symbol;Acc:HGNC:48509]",ENSG00000222644.1,ENST00000410712,RNU2-16P,,1813,0.22925257883512654,0.20640632520083826,0.055126791620729865,415.86417800691953,6.032760456529435,0,1.0327446349548874,1.0327446349548874
ENSG00000258387,14,43592142,43592262,121,-,ENSG00000258387,,processed_pseudogene,chromosome,Rho GTPase activating protein 17 (ARHGAP17) pseudogene,ENSG00000258387.1,ENST00000554342,,,1813,0.21703462420729974,0.19641726405861265,0.055126791620729865,393.7008083120417,5.978128030581682,0,-1.0256077322422057,1.0256077322422057
ENSG00000207014,15,25056860,25056954,95,+,ENSG00000207014,SNORD116-3,snoRNA,chromosome,"small nucleolar RNA, C/D box 116-3 [Source:HGNC Symbol;Acc:HGNC:33069]",ENSG00000207014.1,ENST00000384287,SNORD116-3,,1813,0.6236754309165409,0.48469236395524096,0.055126791620729865,1131.347231682605,7.032047953496575,0,1.0247288580056062,1.0247288580056062
ENSG00000268433,19,21677550,21678221,672,-,ENSG00000268433,MTDHP3,processed_pseudogene,chromosome,metadherin pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:52359],ENSG00000268433.1,ENST00000594186,MTDHP3,,1813,0.5157047649589351,0.41588052218539784,0.055126791620729865,935.4884436355082,6.842137181856599,0,1.0061309105660619,1.0061309105660619
ENSG00000284138,1,42952202,42952641,440,-,ENSG00000284138,ATP6V0CP4,processed_pseudogene,chromosome,ATPase H+ transporting V0 subunit c pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:40002],ENSG00000284138.1,ENST00000639582,ATP6V0CP4,,1814,0.8647690450946177,0.6231372090170249,0.0,1568.6910478016366,7.358634094137955,0,-1.0052584675665537,1.0052584675665537
ENSG00000213604,11,56205125,56205625,501,-,ENSG00000213604,,processed_pseudogene,chromosome,"N(alpha)-acetyltransferase 50, NatE catalytic subunit (NAA50) pseudogene",ENSG00000213604.4,ENST00000532142,,,1813,0.27084444365278904,0.23968159577366144,0.055126791620729865,491.31182078615933,6.199112297822951,0,-1.0000840494913192,1.0000840494913192
ENSG00000260659,16,89226807,89228692,1886,-,ENSG00000260659,,lncRNA,chromosome,"novel transcript, antisense to ZNF778",ENSG00000260659.1,ENST00000563182,,,1813,0.6978704916115959,0.5293748138446731,0.055126791620729865,1265.937071783435,7.144357511987005,0,-0.9921644642898705,0.9921644642898705
ENSG00000270782,3,120924612,120925158,547,-,ENSG00000270782,,processed_pseudogene,chromosome,C18orf32 chromosome 18 open reading frame 32 (C18orf32) pseudogene,ENSG00000270782.1,ENST00000605023,,,1813,0.30207513359161203,0.26395924841299423,0.055126791620729865,547.9642923351843,6.308033398110437,0,-0.9921570027236523,0.9921570027236523
ENSG00000234515,6,32879171,32879848,678,-,ENSG00000234515,PPP1R2P1,transcribed_processed_pseudogene,chromosome,protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9289],ENSG00000234515.1,ENST00000429032,PPP1R2P1,,1813,0.4779328269031094,0.39064437284847287,0.055126791620729865,866.9701480022404,6.766157322366454,0,-0.9915866460219613,0.9915866460219613
ENSG00000254167,14,106583501,106583807,307,-,ENSG00000254167,IGHV8-51-1,IG_V_gene,chromosome,immunoglobulin heavy variable IGHV8-51-1 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5704],ENSG00000254167.2,ENST00000519403,IGHV8-51-1,,1813,0.29417777445649207,0.25787557030278735,0.055126791620729865,533.6384828640767,6.281590785521242,0,-0.9903778279209432,0.9903778279209432
ENSG00000214652,7,64045434,64085339,39906,+,ENSG00000214652,ZNF727,protein_coding,chromosome,zinc finger protein 727 [Source:HGNC Symbol;Acc:HGNC:22785],ENSG00000214652.6,ENST00000456806,ZNF727,442319,1813,0.6650510962215593,0.5098558113828842,0.055126791620729865,1206.4026885459086,7.096226793083309,0,0.9844545422366819,0.9844545422366819
ENSG00000226608,20,4023917,4024444,528,+,ENSG00000226608,FTLP3,processed_pseudogene,chromosome,ferritin light chain pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:4000],ENSG00000226608.3,ENST00000427242,FTLP3,,1813,0.2814648112977405,0.24800380744985331,0.055126791620729865,510.5771676941012,6.237498439494742,0,-0.9676857290489568,0.9676857290489568
ENSG00000239625,10,30366064,30366299,236,-,ENSG00000239625,RN7SL241P,misc_RNA,chromosome,"RNA, 7SL, cytoplasmic 241, pseudogene [Source:HGNC Symbol;Acc:HGNC:46257]",ENSG00000239625.3,ENST00000482973,RN7SL241P,,1813,0.20728073606604686,0.188370505017561,0.055126791620729865,376.007255223809,5.932264431888323,0,-0.9639775873545563,0.9639775873545563
ENSG00000239351,3,149938997,149939799,803,-,ENSG00000239351,NPM1P29,processed_pseudogene,chromosome,nucleophosmin 1 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:45208],ENSG00000239351.1,ENST00000483112,NPM1P29,,1813,0.457163608735601,0.37649181242264385,0.055126791620729865,829.2947862463802,6.721780801887051,0,0.9581798554079722,0.9581798554079722
ENSG00000212425,2,137512098,137512210,113,-,ENSG00000212425,RNA5SP105,rRNA_pseudogene,chromosome,"RNA, 5S ribosomal pseudogene 105 [Source:HGNC Symbol;Acc:HGNC:42903]",ENSG00000212425.1,ENST00000391123,RNA5SP105,,1813,0.2571267078461577,0.22882872631487106,0.055126791620729865,466.4278480329301,6.147245001059315,0,0.9579998285667053,0.9579998285667053
ENSG00000234590,13,47307082,47307301,220,+,ENSG00000234590,GNG5P5,processed_pseudogene,chromosome,G protein subunit gamma 5 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:33554],ENSG00000234590.1,ENST00000420444,GNG5P5,,1813,0.31085505625210336,0.270679638983733,0.055126791620729865,563.8910720413155,6.336632919712282,0,0.9569306360844845,0.9569306360844845
ENSG00000232793,1,245282831,245283089,259,-,ENSG00000232793,DNAJC19P8,processed_pseudogene,chromosome,DnaJ heat shock protein family (Hsp40) member C19 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:45071],ENSG00000232793.2,ENST00000452887,DNAJC19P8,,1814,0.3328980079618677,0.28735552511240225,0.0,603.876986442828,6.405025109163189,0,0.9513398746238009,0.9513398746238009
ENSG00000187238,1,152613811,152614098,288,+,ENSG00000187238,LCE3B,protein_coding,chromosome,late cornified envelope 3B [Source:HGNC Symbol;Acc:HGNC:29462],ENSG00000187238.5,ENST00000335633,LCE3B,353143,1812,0.18927790301184788,0.1733463187515387,0.11025358324145973,343.35011606349207,5.841658919041593,0,-0.9480457424347899,0.9480457424347899
ENSG00000227234,X,141002594,141003706,1113,+,ENSG00000227234,SPANXB1,protein_coding,chromosome,SPANX family member B1 [Source:HGNC Symbol;Acc:HGNC:14329],ENSG00000227234.2,ENST00000449283,SPANXB1,728695,1813,0.23511286924216473,0.2111623580028559,0.055126791620729865,426.4947448052868,6.057941995448127,0,-0.947649478803457,0.947649478803457
ENSG00000277533,19,42351131,42351205,75,+,ENSG00000277533,MIR8077,miRNA,chromosome,microRNA 8077 [Source:HGNC Symbol;Acc:HGNC:50266],ENSG00000277533.1,ENST00000618566,MIR8077,102465875,1812,0.33449624838103936,0.2885538786041173,0.11025358324145973,606.7761945632054,6.409806713152987,0,-0.9423378547731719,0.9423378547731719
ENSG00000261996,17,6653464,6655009,1546,-,ENSG00000261996,,lncRNA,chromosome,novel transcript,ENSG00000261996.1,ENST00000576138,,,1813,0.7926602922292323,0.5837007133313519,0.055126791620729865,1437.8857701038273,7.271624322293706,0,-0.9414389674780808,0.9414389674780808
ENSG00000225825,14,105881539,105881556,18,-,ENSG00000225825,IGHD6-25,IG_D_gene,chromosome,immunoglobulin heavy diversity 6-25 [Source:HGNC Symbol;Acc:HGNC:5516],ENSG00000225825.1,ENST00000452198,IGHD6-25,,1810,0.28857692122225226,0.2535384475994652,0.22050716648290836,523.4785350971656,6.262404502493994,0,0.941124722713255,0.941124722713255
ENSG00000199512,15,59341314,59341417,104,-,ENSG00000199512,RNU6-212P,snRNA,chromosome,"RNA, U6 small nuclear 212, pseudogene [Source:HGNC Symbol;Acc:HGNC:47175]",ENSG00000199512.1,ENST00000362642,RNU6-212P,,1813,0.24727938029308397,0.22096468353936444,0.055126791620729865,448.5647958516543,6.108279994472101,0,0.936436878657094,0.936436878657094
ENSG00000222209,1,118264372,118264489,118,-,ENSG00000222209,RNA5SP56,rRNA_pseudogene,chromosome,"RNA, 5S ribosomal pseudogene 56 [Source:HGNC Symbol;Acc:HGNC:42833]",ENSG00000222209.1,ENST00000410277,RNA5SP56,,1814,0.25926280687811193,0.23052647583459987,0.0,470.302731676895,6.155500629959769,0,-0.9328425930316235,0.9328425930316235
ENSG00000257254,12,102513251,102513655,405,-,ENSG00000257254,,processed_pseudogene,chromosome,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa (NDUFA2) pseudogene",ENSG00000257254.1,ENST00000551181,,,1813,0.23188728469638875,0.208547371231401,0.055126791620729865,420.6435344392492,6.044160251951345,0,0.9242440050545192,0.9242440050545192
ENSG00000212206,17,8329583,8329719,137,+,ENSG00000212206,,snoRNA,chromosome,,ENSG00000212206.1,ENST00000390904,,,1813,0.2078457843401627,0.18883842939307632,0.055126791620729865,377.03225279305514,5.934979516828982,0,0.9241195751862138,0.9241195751862138
ENSG00000279414,21,9026821,9027329,509,-,ENSG00000279414,CDRT15P9,processed_pseudogene,chromosome,CDRT15 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:54917],ENSG00000279414.1,ENST00000623182,CDRT15P9,,1813,0.25218850175425905,0.22489282185140794,0.055126791620729865,457.4699421822259,6.127894732693106,0,-0.920610887305868,0.920610887305868
ENSG00000199368,8,11392411,11392517,107,-,ENSG00000199368,RNU6-1084P,snRNA,chromosome,"RNA, U6 small nuclear 1084, pseudogene [Source:HGNC Symbol;Acc:HGNC:48047]",ENSG00000199368.1,ENST00000362498,RNU6-1084P,,1813,0.2603910822846983,0.23142205557025444,0.055126791620729865,472.34942326444275,6.159833854161657,0,0.9183286415466299,0.9183286415466299
ENSG00000252485,2,206007880,206007974,95,-,ENSG00000252485,Vault,misc_RNA,chromosome,Vault RNA [Source:RFAM;Acc:RF00006],ENSG00000252485.1,ENST00000516676,Vault,,1813,0.33255918063667556,0.28710128930740303,0.055126791620729865,603.2623536749295,6.404008464016605,0,-0.9161823895279241,0.9161823895279241
ENSG00000270031,1,27819983,27820341,359,+,ENSG00000270031,,lncRNA,chromosome,"novel transcript, sense intronic to STX12",ENSG00000270031.1,ENST00000602843,,,1814,0.44694212209428896,0.3694524482967151,0.0,810.7530094790402,6.699196118372498,0,0.9133868368284662,0.9133868368284662
ENSG00000220867,6,157924402,157924676,275,+,ENSG00000220867,HSPE1P26,processed_pseudogene,chromosome,heat shock protein family E (Hsp10) member 1 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:49345],ENSG00000220867.1,ENST00000405341,HSPE1P26,,1813,0.42300701130286755,0.35277224622338277,0.055126791620729865,767.3347185034017,6.644225469585399,0,-0.9125586397053812,0.9125586397053812
ENSG00000206889,3,117544205,117544311,107,+,ENSG00000206889,RNU6-1200P,snRNA,chromosome,"RNA, U6 small nuclear 1200, pseudogene [Source:HGNC Symbol;Acc:HGNC:48163]",ENSG00000206889.1,ENST00000384162,RNU6-1200P,,1811,0.22020401839757126,0.19901807295881985,0.1653803748621785,399.45008937319426,5.9925891379515726,0,-0.9112491513475381,0.9112491513475381
ENSG00000201288,3,127240968,127241074,107,-,ENSG00000201288,RNU6-1047P,snRNA,chromosome,"RNA, U6 small nuclear 1047, pseudogene [Source:HGNC Symbol;Acc:HGNC:48010]",ENSG00000201288.1,ENST00000364418,RNU6-1047P,,1813,0.3298177867608621,0.28504193041252945,0.055126791620729865,598.2894651842039,6.395744728775018,0,-0.9067995292142275,0.9067995292142275
ENSG00000234790,1,112748095,112748475,381,+,ENSG00000234790,NUTF2P4,processed_pseudogene,chromosome,nuclear transport factor 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:50453],ENSG00000234790.1,ENST00000458353,NUTF2P4,,1814,0.34237587974934675,0.29444108856382595,0.0,621.069845865315,6.433052378822827,0,0.9064288520058024,0.9064288520058024
ENSG00000241008,11,7783697,7784407,711,+,ENSG00000241008,,processed_pseudogene,chromosome,ribosomal protein L7a (RPL7A) pseudogene,ENSG00000241008.1,ENST00000480271,,,1813,0.28474872032876536,0.25056315084282155,0.055126791620729865,516.5341786763804,6.249075568710059,0,0.9059103990904488,0.9059103990904488
ENSG00000225158,1,10895761,10895998,238,+,ENSG00000225158,HSPE1P24,processed_pseudogene,chromosome,heat shock protein family E (Hsp10) member 1 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:49343],ENSG00000225158.2,ENST00000450782,HSPE1P24,,1814,0.279026586632119,0.2460993094268808,0.0,506.1542281506638,6.22881515486832,0,-0.9050747484449722,0.9050747484449722
ENSG00000233121,3,13926813,13927778,966,+,ENSG00000233121,VN1R20P,unitary_pseudogene,chromosome,vomeronasal 1 receptor 20 pseudogene [Source:HGNC Symbol;Acc:HGNC:37335],ENSG00000233121.1,ENST00000425215,VN1R20P,,1813,0.3381503669907872,0.2912883372980813,0.055126791620729865,613.404765721288,6.4206539385112045,0,0.9048806687104305,0.9048806687104305
ENSG00000276352,14,101055258,101055323,66,+,ENSG00000276352,MIR668,miRNA,chromosome,microRNA 668 [Source:HGNC Symbol;Acc:HGNC:33135],ENSG00000276352.2,ENST00000611970,MIR668,768214,1812,0.3217808899821472,0.27897998637832166,0.11025358324145973,583.710534427615,6.3711169118272855,0,0.9033486908331093,0.9033486908331093
ENSG00000221673,1,219962652,219962865,214,+,ENSG00000221673,U3,snoRNA,chromosome,Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012],ENSG00000221673.2,ENST00000408746,U3,,1814,0.22505438733853067,0.2029852408385079,0.0,408.24865863209465,6.014322938621181,0,-0.9004009825147734,0.9004009825147734
ENSG00000212017,6,57390132,57390212,81,+,ENSG00000212017,MIR548U,miRNA,chromosome,microRNA 548u [Source:HGNC Symbol;Acc:HGNC:38316],ENSG00000212017.2,ENST00000390728,MIR548U,100422884,1813,0.21378925736910084,0.19374708396778234,0.055126791620729865,387.81371286754893,5.963100341685384,0,0.8984841392962887,0.8984841392962887
ENSG00000288607,18,47022287,47023927,1641,-,ENSG00000288607,,protein_coding,chromosome,elongin A3 family member B,ENSG00000288607.1,ENST00000675219,,,1811,0.11561638888938323,0.10940706731350833,0.1653803748621785,209.72812944534118,5.350568816623154,0,-0.8984454467794886,0.8984454467794886
ENSG00000262118,16,3367719,3369246,1528,-,ENSG00000262118,MTCO1P28,processed_pseudogene,chromosome,MT-CO1 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:52093],ENSG00000262118.1,ENST00000574177,MTCO1P28,,1813,0.4328411677574877,0.35965930373398747,0.055126791620729865,785.1738783120827,6.66717798719041,0,-0.8961246181487859,0.8961246181487859
ENSG00000252950,21,32563075,32563210,136,+,ENSG00000252950,RNA5SP490,rRNA_pseudogene,chromosome,"RNA, 5S ribosomal pseudogene 490 [Source:HGNC Symbol;Acc:HGNC:43390]",ENSG00000252950.1,ENST00000517141,RNA5SP490,,1813,0.3886534824136504,0.3283345599443598,0.055126791620729865,705.0174170983618,6.559639907299934,0,-0.893946989154437,0.893946989154437
ENSG00000211684,22,22921390,22921435,46,+,ENSG00000211684,IGLJ7,IG_J_gene,chromosome,immunoglobulin lambda joining 7 [Source:HGNC Symbol;Acc:HGNC:5869],ENSG00000211684.2,ENST00000390330,IGLJ7,,1813,0.20611896833138174,0.18740774048064104,0.055126791620729865,373.8998085531265,5.9266588130805635,0,-0.8909538465506197,0.8909538465506197
ENSG00000241891,14,81777016,81777613,598,-,ENSG00000241891,RPL9P6,processed_pseudogene,chromosome,ribosomal protein L9 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:19798],ENSG00000241891.1,ENST00000492764,RPL9P6,,1813,0.27339736616827964,0.2416884202527086,0.055126791620729865,495.94282222925926,6.208474973661971,0,-0.8870055368085152,0.8870055368085152
ENSG00000199540,5,144087,144197,111,-,ENSG00000199540,Y_RNA,misc_RNA,chromosome,Y RNA [Source:RFAM;Acc:RF00019],ENSG00000199540.1,ENST00000362670,Y_RNA,,1813,0.19139895667421966,0.17512821049796523,0.055126791620729865,347.19770740703444,5.852770443185573,0,0.8835440946302908,0.8835440946302908
ENSG00000212282,4,12312588,12312690,103,+,ENSG00000212282,RNU6-578P,snRNA,chromosome,"RNA, U6 small nuclear 578, pseudogene [Source:HGNC Symbol;Acc:HGNC:47541]",ENSG00000212282.1,ENST00000390980,RNU6-578P,,1813,0.22513349113083234,0.20304981041133477,0.055126791620729865,408.39215291132984,6.014673505753143,0,-0.8807988026512285,0.8807988026512285
ENSG00000278752,10,98076361,98076421,61,-,ENSG00000278752,,misc_RNA,chromosome,,ENSG00000278752.1,ENST00000619185,,,1813,0.2378786375015674,0.21339913835976232,0.055126791620729865,431.5118484278433,6.069609721205579,0,0.8801875292302731,0.8801875292302731
ENSG00000275663,6,26246611,26246996,386,-,ENSG00000275663,H4C7,protein_coding,chromosome,H4 clustered histone 7 [Source:HGNC Symbol;Acc:HGNC:4792],ENSG00000275663.2,ENST00000611444,H4C7,8369,1813,0.3790186112968653,0.3213720949469699,0.055126791620729865,687.5397608925136,6.534573066526678,0,0.8790187531900928,0.8790187531900928
ENSG00000206621,15,25080142,25080233,92,+,ENSG00000206621,SNORD116-14,snoRNA,chromosome,"small nucleolar RNA, C/D box 116-14 [Source:HGNC Symbol;Acc:HGNC:33080]",ENSG00000206621.1,ENST00000383894,SNORD116-14,,1813,0.6530549973084744,0.5026250894944111,0.055126791620729865,1184.6417651175725,7.078039480909872,0,0.8761704346804378,0.8761704346804378
ENSG00000212445,16,68189287,68189421,135,+,ENSG00000212445,,snoRNA,chromosome,,ENSG00000212445.1,ENST00000391143,,,1813,0.38317203681155004,0.32437943888093596,0.055126791620729865,695.0740747761517,6.545456083947306,0,-0.8756157146386196,0.8756157146386196
ENSG00000276763,3,108574683,108575064,382,+,ENSG00000276763,,processed_pseudogene,chromosome,ribosomal protein L10 (RPL10) pseudogene,ENSG00000276763.1,ENST00000610665,,,1813,0.33455393289837365,0.2885971033570634,0.055126791620729865,606.8808342776498,6.4099788665025255,0,-0.8750529274446455,0.8750529274446455
ENSG00000227875,1,12080293,12080547,255,-,ENSG00000227875,RPL23AP89,processed_pseudogene,chromosome,ribosomal protein L23a pseudogene 89 [Source:HGNC Symbol;Acc:HGNC:51623],ENSG00000227875.2,ENST00000439324,RPL23AP89,,1814,0.3129848255538846,0.2723030381738182,0.0,567.7544735547467,6.34344883582499,0,0.8733581583616826,0.8733581583616826
ENSG00000276740,13,107465984,107466674,691,-,ENSG00000276740,,lncRNA,chromosome,"novel transcript, sense intronic to FAM155A",ENSG00000276740.1,ENST00000615941,,,1813,0.2761208368152239,0.24382488013731612,0.055126791620729865,500.88319798281617,6.218367419278084,0,-0.871195431600119,0.871195431600119
