,chr,start,end,width,strand,gene_id,gene_name,gene_biotype,seq_coord_system,description,gene_id_version,canonical_transcript,symbol,entrezid,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_nas,gene_weight,gene_weight_abs
ENSG00000276584,1,153962351,153962420,70,-,ENSG00000276584,MIR6737,miRNA,chromosome,microRNA 6737 [Source:HGNC Symbol;Acc:HGNC:50273],ENSG00000276584.1,ENST00000617385,MIR6737,102465441,1811,1.53676266980221,0.9308887286662917,0.1653803748621785,2787.687483021209,7.933326327932474,0,-0.713046446492304,0.713046446492304
ENSG00000200237,19,9819954,9820094,141,+,ENSG00000200237,SNORA70,snoRNA,chromosome,Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156],ENSG00000200237.1,ENST00000363367,SNORA70,,1813,1.2383836927930714,0.8057540396957301,0.055126791620729865,2246.4280187266313,7.717541738569992,0,0.7125379513110053,0.7125379513110053
ENSG00000283845,16,28843919,28844007,89,-,ENSG00000283845,MIR4721,miRNA,chromosome,microRNA 4721 [Source:HGNC Symbol;Acc:HGNC:41609],ENSG00000283845.1,ENST00000577590,MIR4721,100616256,1813,0.5422615848024227,0.43324990070359903,0.055126791620729865,983.6625148315949,6.89229895792644,0,-0.7092120970160127,0.7092120970160127
ENSG00000260868,2,174025280,174027163,1884,+,ENSG00000260868,LINC01960,lncRNA,chromosome,long intergenic non-protein coding RNA 1960 [Source:HGNC Symbol;Acc:HGNC:52785],ENSG00000260868.1,ENST00000563759,LINC01960,100128905,1813,0.859576247464483,0.6203486378254666,0.055126791620729865,1559.2713129005722,7.352615003647517,0,-0.708234006927943,0.708234006927943
ENSG00000252410,3,45034474,45034588,115,-,ENSG00000252410,RNU5B-3P,snRNA,chromosome,"RNA, U5B small nuclear 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:34183]",ENSG00000252410.1,ENST00000516601,RNU5B-3P,,1813,0.670387463126563,0.5130556133658546,0.055126791620729865,1216.0828581115854,7.104212174574267,0,0.7003092401340238,0.7003092401340238
ENSG00000202502,3,183258300,183258416,117,-,ENSG00000202502,RNA5SP151,rRNA_pseudogene,chromosome,"RNA, 5S ribosomal pseudogene 151 [Source:HGNC Symbol;Acc:HGNC:43051]",ENSG00000202502.1,ENST00000365632,RNA5SP151,,1813,0.5220944220886158,0.42008729568118286,0.055126791620729865,947.0792816687491,6.8544381292104575,0,0.6979029976198452,0.6979029976198452
ENSG00000235988,1,148317683,148318013,331,-,ENSG00000235988,,processed_pseudogene,chromosome,novel pseudogene,ENSG00000235988.1,ENST00000452108,,,1814,0.844545306922055,0.6122328010069497,0.0,1532.0051867566078,7.334985262268965,0,-0.6931866751463468,0.6931866751463468
ENSG00000259409,15,40088832,40089386,555,+,ENSG00000259409,BMF-AS1,lncRNA,chromosome,BMF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53612],ENSG00000259409.1,ENST00000559022,BMF-AS1,,1813,0.6260091389603636,0.48612863162665254,0.055126791620729865,1135.5805780740995,7.035779540976482,0,-0.6907602282800022,0.6907602282800022
ENSG00000265420,2,86193026,86193108,83,-,ENSG00000265420,MIR4779,miRNA,chromosome,microRNA 4779 [Source:HGNC Symbol;Acc:HGNC:41747],ENSG00000265420.1,ENST00000579234,MIR4779,100616159,1813,0.5736020181896507,0.4533672706221712,0.055126791620729865,1040.5140609960265,6.948430761326193,0,-0.686467498473407,0.686467498473407
ENSG00000239419,7,143290615,143290910,296,+,ENSG00000239419,RN7SL535P,misc_RNA,chromosome,"RNA, 7SL, cytoplasmic 535, pseudogene [Source:HGNC Symbol;Acc:HGNC:46551]",ENSG00000239419.3,ENST00000479087,RN7SL535P,,1813,0.7836551228603754,0.5786646986874192,0.055126791620729865,1421.550392868721,7.260206590939779,0,-0.6857927359778007,0.6857927359778007
ENSG00000265871,15,90006755,90006841,87,+,ENSG00000265871,MIR3174,miRNA,chromosome,microRNA 3174 [Source:HGNC Symbol;Acc:HGNC:38264],ENSG00000265871.1,ENST00000583440,MIR3174,100422841,1813,0.5755840929691884,0.4546260562075881,0.055126791620729865,1044.109544646108,6.951876986317446,0,0.6828503731406899,0.6828503731406899
ENSG00000283876,1,209623444,209623510,67,-,ENSG00000283876,MIR4260,miRNA,chromosome,microRNA 4260 [Source:HGNC Symbol;Acc:HGNC:38179],ENSG00000283876.1,ENST00000583107,MIR4260,100422894,1814,0.4319089560848765,0.35900848836425825,0.0,783.482846337966,6.665024706208046,0,-0.6827231401262489,0.6827231401262489
ENSG00000238923,12,6943816,6943878,63,+,ENSG00000238923,RNU7-1,snRNA,chromosome,"RNA, U7 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:34033]",ENSG00000238923.1,ENST00000458811,RNU7-1,100147744,1808,1.7461122341087276,1.0101861783636896,0.3307607497243681,3167.447592673232,8.060997028520497,0,0.6815733879317271,0.6815733879317271
ENSG00000239149,1,12507246,12507397,152,+,ENSG00000239149,SNORA59A,snoRNA,chromosome,"small nucleolar RNA, H/ACA box 59A [Source:HGNC Symbol;Acc:HGNC:32653]",ENSG00000239149.1,ENST00000459326,SNORA59A,"c(677885, 677882)",1814,0.26338728692949626,0.23379643684634824,0.0,477.7845384901062,6.171250680952944,0,-0.6807602618405875,0.6807602618405875
ENSG00000200360,1,111490317,111490423,107,-,ENSG00000200360,RNU6-792P,snRNA,chromosome,"RNA, U6 small nuclear 792, pseudogene [Source:HGNC Symbol;Acc:HGNC:47755]",ENSG00000200360.1,ENST00000363490,RNU6-792P,,1814,0.5488424506248153,0.4375078458840981,0.0,995.600205433415,6.904349691981555,0,0.6729227649143307,0.6729227649143307
ENSG00000261349,1,25266102,25267136,1035,-,ENSG00000261349,,unprocessed_pseudogene,chromosome,novel pseudogene,ENSG00000261349.1,ENST00000566714,,,1814,0.8075469158719715,0.5919706309363166,0.0,1464.8901053917562,7.290217917421071,0,-0.6653199374530421,0.6653199374530421
ENSG00000278112,12,123519390,123519856,467,-,ENSG00000278112,,lncRNA,chromosome,"novel transcript, sense intronic to RILPL1",ENSG00000278112.1,ENST00000615987,,,1813,1.1545213930744755,0.7675686075090145,0.055126791620729865,2094.3018070370986,7.647452882618734,0,0.66361702898493,0.66361702898493
ENSG00000200247,12,19445949,19446055,107,-,ENSG00000200247,RNU6-254P,snRNA,chromosome,"RNA, U6 small nuclear 254, pseudogene [Source:HGNC Symbol;Acc:HGNC:47217]",ENSG00000200247.1,ENST00000363377,RNU6-254P,,1813,0.301886475451757,0.26381434755152994,0.055126791620729865,547.6220664694872,6.307409800934613,0,-0.6584744570898174,0.6584744570898174
ENSG00000264274,4,147782595,147782668,74,+,ENSG00000264274,MIR4799,miRNA,chromosome,microRNA 4799 [Source:HGNC Symbol;Acc:HGNC:41584],ENSG00000264274.1,ENST00000578951,MIR4799,100616246,1812,0.6670032920418563,0.5110275785968548,0.11025358324145973,1209.9439717639273,7.099155476391889,0,-0.6526015295813471,0.6526015295813471
ENSG00000207139,1,197685640,197685740,101,-,ENSG00000207139,Y_RNA,misc_RNA,chromosome,Y RNA [Source:RFAM;Acc:RF00019],ENSG00000207139.1,ENST00000384410,Y_RNA,,1814,0.29121571344113445,0.2555841881010208,0.0,528.2653041822178,6.271489826332308,0,0.6509021417447011,0.6509021417447011
ENSG00000277602,16,1971655,1971896,242,-,ENSG00000277602,,lncRNA,chromosome,novel transcript,ENSG00000277602.1,ENST00000618631,,,1810,2.1433997529280853,1.1453049380598743,0.22050716648290836,3888.1271518115464,8.265940028867231,0,0.6466245382830261,0.6466245382830261
ENSG00000223714,X,41275739,41276778,1040,+,ENSG00000223714,LINC02601,lncRNA,chromosome,long intergenic non-protein coding RNA 2601 [Source:HGNC Symbol;Acc:HGNC:53966],ENSG00000223714.1,ENST00000452501,LINC02601,105373185,1813,1.496556974662826,0.9149125725137855,0.055126791620729865,2714.7543520383665,7.906825039830616,0,0.6465434168149505,0.6465434168149505
ENSG00000264399,17,58335976,58336022,47,-,ENSG00000264399,MIR4736,miRNA,chromosome,microRNA 4736 [Source:HGNC Symbol;Acc:HGNC:41804],ENSG00000264399.1,ENST00000581591,MIR4736,100616220,1808,0.7658211046131662,0.5686157972845564,0.3307607497243681,1389.1994837682835,7.237202529330022,0,0.6447037023270746,0.6447037023270746
